x.1,x.2,x.3,x.4,x.5,class
-0.034500904,0.6082,-0.2597,-0.1663,-0.114,3
-0.092374535,0.4545,-0.368,-0.297,0.0061,3
0.066161656,0.3944,-0.0781,-0.2331,-0.1735,3
0.193760735,0.6032,-0.4062,-0.1997,-0.0888,3
0.154025133,0.6781,-0.1534,-0.2834,-0.1833,3
0.027680535,0.5453,-0.0561,-0.068,-0.0555,3
0.011485706,0.6327,-0.2339,-0.2457,-0.2004,3
0.04448495,0.7452,-0.2143,-0.268,-0.2935,3
0.055984024,0.4239,-0.1233,-0.108,0.0078,3
-0.119353349,0.5859,-0.1343,-0.1889,-0.115,3
0.037740035,0.8301,-0.2808,-0.1439,-0.2077,3
0.152827496,0.7021,-0.4647,-0.1345,-0.1354,3
0.051301095,0.4854,-0.0628,-0.32,-0.2237,3
0.005345357,0.6275,-0.3707,-0.3278,-0.1264,3
-0.088642974,0.5681,-0.2095,-0.268,-0.069,3
-0.036094002,0.5768,-0.1902,-0.173,-0.0943,3
-0.032411618,0.6364,-0.3041,-0.2043,-0.0738,3
0.025542874,0.6859,-0.0153,-0.0671,-0.089,3
0.042198756,0.6238,-0.0813,-0.1318,0.1889,3
-0.043498382,0.6224,-0.0223,-0.1283,-0.2242,3
0.051470691,0.729,-0.2348,-0.1792,-0.0016,3
0.020536432,0.6537,-0.2342,-0.1825,-0.1062,3
-0.14407661,0.6233,-0.2003,-0.1386,-0.081,3
-0.150967681,0.5477,-0.1659,-0.2626,-0.2185,3
-0.089461293,0.49,-0.2445,-0.0919,-0.1281,3
-0.11907561,0.3958,-0.2974,-0.0033,-0.2029,3
0.195029508,0.7357,-0.2425,-0.0382,0.0327,3
-0.031637957,0.5762,-0.3344,-0.2568,-0.193,3
0.084268774,0.4903,-0.2893,-0.2422,-0.0741,3
0.102165863,0.713,-0.2451,-0.2187,-0.11,3
0.080585392,0.7075,-0.081,-0.1044,-0.0796,3
-0.109653755,0.6255,-0.2332,-0.1202,-0.0716,3
0.101796918,0.7174,-0.2335,-0.2015,-0.1061,3
0.038421388,0.59,-0.1281,-0.0569,-0.0136,3
-0.126208244,0.4977,-0.165,-0.1225,-0.217,3
-0.095302287,0.5772,-0.2149,-0.1753,-0.1507,3
-0.035002105,0.509,-0.1106,-0.0401,-0.2441,3
-0.135994866,0.5182,-0.2212,-0.1462,-0.0754,3
-0.023292602,0.5383,-0.2444,-0.1621,0.0804,3
-0.054833632,0.6295,-0.2752,-0.1892,-0.2225,3
0.127468562,0.5283,-0.0138,-0.2682,-0.1934,3
-0.265662063,0.6848,-0.1824,-0.1795,-0.0797,3
0.019342039,0.5952,-0.1509,-0.0171,-0.1017,3
-0.08754768,0.656,-0.2251,-0.1495,-0.1891,3
-0.082589121,0.646,-0.1336,-0.2865,-0.081,3
0.194048774,0.6421,-0.0734,-0.1108,-0.1051,3
0.174186517,0.5451,-0.4348,-0.2361,-0.109,3
0.050330879,0.6414,-0.2096,-0.173,-0.1443,3
-0.074071868,0.6588,-0.1428,-0.1995,-0.0021,3
-0.015689602,0.6738,-0.0513,-0.1251,-0.2542,3
-0.037394767,0.5329,-0.3579,0.0167,-0.0949,3
0.089401247,0.4862,-0.2088,-0.1265,-0.0959,3
-0.261342456,0.555,-0.1025,-0.0552,-0.0676,3
-0.083180186,0.591,-0.0582,-0.253,-0.1494,3
-0.01890538,0.4981,-0.3789,-0.3052,-0.0971,3
-0.03370688,0.5689,-0.1935,-0.057,-0.4062,3
0.028998563,0.5892,-0.2866,-0.199,-0.1833,3
-0.101363386,0.6926,-0.1589,-0.2434,-0.1115,3
0.071754758,0.5648,-0.0652,-0.2816,-0.3481,3
0.134201694,0.4609,-0.152,-0.2303,-0.0765,3
-0.173685285,0.5163,-0.1684,-0.1065,-0.1252,3
0.090781098,0.5719,-0.2497,-0.2021,-0.1992,3
-0.247565196,0.4782,-0.1631,-0.3607,-0.2125,3
0.06879801,0.4579,-0.3007,-0.0897,-0.2052,3
-0.019517661,0.5166,-0.2502,-0.1388,-0.0602,3
-0.073842975,0.4998,0.1265,-0.127,-0.1946,3
0.005295954,0.4934,-0.2205,-0.1165,-0.1426,3
0.058540688,0.7003,-0.1866,-0.0836,-0.0613,3
0.062458092,0.3952,-0.1382,-0.1445,-0.1647,3
-0.208196313,0.569,-0.2499,-0.1026,-0.1386,3
0.001263945,0.4857,-0.1299,-0.2338,-0.1669,3
0.047682336,0.4247,-0.119,-0.2783,-0.1314,3
-0.124841877,0.7894,-0.388,-0.1134,-0.2962,3
-0.009847648,0.4502,-0.0385,-0.1381,-0.1078,3
0.109045626,0.4787,-0.2773,-0.153,0.0337,3
-0.193692654,0.716,-0.1974,-0.0337,-0.2761,3
0.098610545,0.5682,-0.1291,-0.1768,-0.2854,3
-0.045299433,0.5207,-0.3179,-0.1597,-0.2552,3
-0.087564834,0.6481,-0.2514,-0.2362,-0.0909,3
-0.159345575,0.4105,-0.0476,-0.258,0.0318,3
-0.005249391,0.6409,-0.3229,-0.0805,-0.2255,3
0.124542867,0.479,-0.1691,-0.2373,-0.191,3
-0.120768505,0.5399,-0.243,-0.146,-0.0308,3
0.123824618,-0.0369,0.4146,0.127,-0.1851,4
-0.013388276,0.0516,0.4078,-0.4191,-0.1232,4
-0.017822138,-0.0651,0.5817,-0.0546,-0.2645,4
-0.013297333,-0.0874,0.6038,-0.0988,-0.2043,4
0.069304546,0.0353,0.5996,-0.294,-0.1289,4
-0.057993703,0.2292,0.6419,-0.1717,-0.1458,4
0.088752835,-0.2517,0.5824,-0.1005,-0.125,4
-0.002564275,0.0232,0.7133,-0.224,-0.0554,4
0.128237823,-0.1357,0.5117,-0.1244,-0.1901,4
0.014663158,0.054,0.7768,-0.0514,-0.0113,4
0.045138125,0.2129,0.6138,-0.2563,-0.2347,4
-0.070196367,0.1059,0.7066,-0.1743,-0.048,4
-0.003893321,0.0222,0.7857,-0.1012,-0.1688,4
-0.191351128,-0.0072,0.6475,-0.0668,-0.1423,4
-0.08208858,0.0059,0.7996,-0.1113,-0.3051,4
-0.141185053,-0.0683,0.5443,-0.1279,-0.2115,4
-0.081930648,-0.0438,0.4347,-0.1854,-0.2648,4
0.074077089,-0.1295,0.5894,-0.0962,-0.2027,4
-0.133582026,0.0093,0.6716,-0.2833,-0.2542,4
-0.105224588,-0.0435,0.579,-0.0321,-0.1975,4
0.10855058,0.0391,0.6882,-0.2008,-0.241,4
0.004185125,-0.1385,0.7208,-0.1413,0.0543,4
0.126954374,0.0676,0.5015,-0.099,-0.1045,4
0.023085874,-0.1512,0.5665,-0.1323,0.0013,4
-0.088225982,-0.0909,0.5757,-0.3076,-0.1128,4
0.081154837,-0.0723,0.6163,-0.2245,-0.2083,4
0.122162356,-0.1239,0.6921,-0.0491,-0.0506,4
-0.138177525,0.0109,0.6005,-0.1492,-0.0846,4
0.175000873,-0.1875,0.6795,-0.0418,-0.0543,4
0.058856641,0.0448,0.6785,-0.2266,-0.1036,4
0.05751645,0.0498,0.6988,-0.0963,-0.1022,4
0.058426633,-0.0445,0.6436,-0.2378,-0.1153,4
0.021781133,-0.0589,0.5283,0.0225,-0.1994,4
0.153373692,0.1095,0.5912,-0.3178,-0.0916,4
0.027551272,0.1536,0.6953,-0.082,-0.2213,4
0.077832725,-0.0111,0.3875,-0.1059,-0.0482,4
-0.127772392,0.0814,0.5564,-0.0052,-0.1723,4
-0.029691789,-0.072,0.7022,-0.2517,-0.0684,4
0.085194063,-0.1017,0.5766,-0.163,-0.2153,4
-0.087728501,-0.1429,0.6203,0.1733,0.0077,4
-0.058718936,0.1491,0.5558,-0.2189,-0.3205,4
0.136759251,-0.0705,0.574,-0.1004,-0.2905,4
-0.068451015,-0.0004,0.5225,-0.0239,-0.02,4
-0.04827743,0.0718,0.6732,-0.099,-0.1111,4
-0.066142862,0.04,0.6566,-0.2597,0.0168,4
0.116600733,-0.0423,0.5808,-0.2165,-0.2471,4
-0.087649195,0.1274,0.6896,-0.1528,-0.0198,4
-0.000443821,0.0261,0.5203,-0.0654,-0.1748,4
0.167269137,0.0896,0.624,-0.2742,-0.21,4
-0.16917033,0.1458,0.4687,-0.2482,-0.1419,4
0.092303685,-0.0922,0.63,-0.2182,-0.2585,4
0.055334284,-0.0238,0.6699,-0.1503,-0.2734,4
-0.032907012,0.0428,0.6452,-0.2104,0.0728,4
-0.116664494,-0.0114,0.7273,-0.2902,-0.1652,4
-0.025497554,-0.0137,0.5528,-0.2228,-0.0561,4
-0.031015895,0.0736,0.6758,-0.2853,-0.0371,4
-0.055468729,-0.1194,0.5036,-0.0848,-0.1196,4
0.01386874,-0.0231,0.57,-0.0978,-0.0455,4
-0.001781256,0.1945,0.64,-0.2065,-0.1875,4
0.039581473,-0.0274,0.5887,-0.0489,-0.0882,4
-0.012857774,0.186,0.7455,-0.1163,-0.1145,4
0.206212714,0.0677,0.534,-0.1405,-0.3015,4
0.030303397,0.0135,0.5362,-0.1641,-0.305,4
-0.031372525,0.039,0.5986,-0.2071,-0.1686,4
0.054984715,0.0644,0.4956,-0.1664,0.0391,4
-0.033511592,0.0919,0.618,-0.1389,-0.2018,4
0.065458974,-0.1925,0.6754,-0.2334,-0.2366,4
-0.103376547,-0.0228,0.5596,-0.2493,-0.1653,4
0.061893855,0.119,0.5478,-0.1299,-0.317,4
0.004460317,-0.0202,0.7623,-0.0132,-0.1821,4
0.126185869,0.0239,0.6335,-0.1691,-0.2897,4
0.101719604,-0.027,0.6071,-0.0941,0.0255,4
-0.082991214,-0.0455,0.7316,-0.0517,-0.1093,4
-0.007263462,-0.0468,0.6336,-0.137,-0.1015,4
0.006390118,-0.1823,0.7561,-0.0683,-0.0657,4
-0.306597532,0.0216,0.3473,-0.1205,0.0128,4
-0.085158145,-0.0283,0.4056,-0.1496,-0.0576,4
-0.038273694,0.0057,0.7607,-0.1628,-0.068,4
-0.018877844,-0.1304,0.6434,-0.2755,-0.0027,4
-0.028657023,-0.0949,0.6675,-0.2834,-0.0316,4
-0.064643634,0.116,0.6022,-0.3797,0.0552,4
-0.028940157,0.0501,0.611,-0.0936,-0.0943,4
-0.065956336,-0.1136,0.6719,-0.2383,-0.0587,4
-0.084315427,-0.1346,0.5222,-0.0727,-0.0893,4
0.151529746,-0.1893,0.6403,-0.2088,0.0136,4
-0.02219672,-0.107,0.6295,-0.0929,-0.3994,4
-0.030715744,-0.0856,0.5845,-0.0777,-0.1984,4
-0.025497078,0.0857,0.7944,-0.0242,-0.1906,4
-0.188857313,0.1707,0.6427,0.015,-0.1813,4
0.131856494,-0.0806,0.57,-0.2152,-0.229,4
-0.016480229,0.0042,0.4565,-0.0721,-0.0575,4
0.097052967,-0.1217,0.6041,-0.1179,0.0061,4
-0.091829709,-0.184,0.5028,-0.1624,-0.124,4
0.19386011,-0.0072,0.5486,-0.2857,-0.2719,4
-0.083597729,-0.0032,0.5207,-0.1663,-0.034,4
-0.100238501,0.021,0.6119,-0.049,-0.0626,4
0.038092187,-0.0989,0.7289,-0.0508,-0.0586,4
-0.220484508,-0.0419,0.5448,-0.2871,-0.1815,4
0.037205914,-0.0629,0.6813,-0.1513,-0.3484,4
0.06437586,-0.0756,0.6421,-0.1094,-0.212,4
-0.036377217,-0.0756,0.6467,-0.2007,0.0912,4
0.057301734,0.0246,0.6885,-0.3268,-0.1033,4
0.006474635,0.0135,0.5774,-0.0805,-0.1979,4
-0.044373088,-0.1609,0.6425,-0.2823,-0.2785,4
-0.04692954,-0.1847,0.482,-0.0365,-0.2563,4
-0.060943736,0.0195,0.7236,-0.0652,-0.2537,4
-0.046247796,0.0995,0.5809,-0.2399,-0.1542,4
-0.022333543,-0.192,0.5569,-0.0884,-0.0949,4
-0.009383222,0.0233,0.5556,-0.1534,-0.0064,4
0.091194603,0.114,0.5984,-0.1399,-0.2553,4
0.018580396,0.0139,0.6278,-0.1795,-0.1025,4
0.029761025,-0.0137,0.696,-0.2771,-0.0333,4
0.036183971,-0.0142,0.5573,-0.0445,-0.13,4
-0.010323403,-0.0767,0.7206,-0.1338,-0.1162,4
0.037953997,-0.2151,0.6367,-0.2498,-0.1687,4
-0.136763866,-0.0325,0.6187,-0.1833,-0.2136,4
0.154701778,-0.0232,0.6429,-0.0995,-0.0289,4
0.040073074,-0.1373,0.558,-0.1822,-0.1451,4
-0.06485208,0.1235,0.5871,-0.0276,0.0054,4
0.042233206,0.0756,0.5102,-0.1395,-0.1998,4
0.030736899,0.0281,0.5053,-0.2474,-0.152,4
-0.026678442,0.062,0.5953,-0.1793,-0.0902,4
0.099439186,-0.1381,0.4778,-0.1827,-0.0314,4
0.087409426,-0.1828,0.3682,0.0239,-0.2021,4
-0.021251079,-0.1128,0.5842,-0.1478,-0.1908,4
-0.023293567,-0.0734,0.6153,-0.1667,-0.1166,4
-0.093037014,0.1153,0.4933,-0.0971,-0.1419,4
0.185892752,0.0171,0.705,0.0566,-0.1285,4
0.047188556,0.0063,0.5505,-0.125,0.0263,4
0.006947517,-0.0273,0.4704,-0.164,-0.2416,4
0.176470278,0.0786,0.5669,-0.0674,-0.0366,4
0.110981805,-0.0194,0.547,-0.2592,-0.27,4
0.017290905,0.0865,0.6616,-0.2113,-0.1532,4
-0.211354947,0.0868,0.6093,-0.2203,-0.1439,4
0.056754011,-0.0748,0.4303,-0.1827,-0.2469,4
0.241369878,0.0436,0.6646,-0.163,-0.1074,4
0.02080668,0.1291,0.5811,-0.1726,-0.1469,4
0.242430753,-0.0821,0.8167,-0.2402,-0.1353,4
-0.06876789,-0.2126,0.7311,-0.0762,-0.2091,4
-0.102871648,-0.081,0.4646,-0.1559,-0.1587,4
0.062528636,0.0209,0.7242,-0.213,-0.0814,4
-0.037363852,0.1157,0.5737,0.0281,-0.2515,4
-0.000429,0.0733,0.5542,0.0533,0.0498,4
0.015887397,0.0345,0.9034,-0.1507,0.0198,4
-0.040726084,0.0376,0.5672,-0.2722,-0.2169,4
-0.044887765,0.1453,0.622,-0.2144,-0.044,4
-0.087129569,-0.1275,0.469,-0.2062,-0.194,4
0.017486193,-0.0247,0.6462,-0.2895,-0.038,4
0.217129964,-0.101,0.5257,0.1706,0.0797,4
-0.108588881,0.0232,0.5467,-0.2687,-0.2734,4
-0.008870448,-0.081,0.5859,-0.1544,-0.3468,4
0.003721151,-0.0912,0.4495,-0.2254,-0.2967,4
-0.081572108,-0.0163,0.6849,0.0145,-0.3599,4
-0.045806485,0.1031,0.5759,-0.1095,-0.2545,4
-0.109918234,0.0141,0.6766,0.0117,-0.0931,4
-0.022457349,-0.1054,0.622,-0.2439,-0.2552,4
0.079791125,0.1937,0.7212,-0.0931,-0.0221,4
-0.074314911,0.0913,0.6381,-0.0803,-0.0968,4
0.085556422,-0.0361,0.5029,-0.1183,-0.2563,4
-0.087542911,-0.1876,0.7729,-0.1651,-0.1779,4
0.076541115,-0.0327,0.6721,-0.2647,-0.0388,4
-0.133278057,0.0986,0.5946,-0.1136,-0.0049,4
0.02821777,-0.1219,0.5878,-0.1533,-0.1047,4
0.054643271,-0.0892,0.705,-0.1854,-0.0575,4
0.098638051,0.0394,0.6576,-0.063,-0.1215,4
0.018302097,-0.0471,0.4457,0.0248,-0.2392,4
-0.005855967,0.0045,0.5982,-0.1976,-0.2301,4
-0.137425776,-0.0052,0.6274,0.0195,-0.0787,4
-0.216795202,0.0386,0.6984,-0.0225,-0.1459,4
-0.148503849,0.0547,0.4714,-0.1495,-0.1693,4
-0.04489391,0.0717,0.6107,-0.1434,-0.1814,4
-0.121660334,-0.1477,0.5315,-0.1085,-0.2548,4
-0.065398391,0.0873,0.7127,-0.1367,-0.3014,4
0.141982425,0.0712,0.5829,-0.2864,0.118,4
0.034707054,0.0798,0.4908,-0.0773,-0.2457,4
0.063716371,-0.1046,0.029,0.6788,-0.1455,5
0.079193771,-0.0449,-0.0232,0.8031,-0.205,5
0.19071472,0.0088,-0.0643,0.578,0.0492,5
0.069193854,0.089,0.1122,0.4964,-0.1525,5
0.095875404,0.007,0.0168,0.6787,-0.3215,5
-0.001200326,-0.2129,0.0473,0.5566,-0.0833,5
-0.206611446,-0.054,-0.0859,0.761,-0.1335,5
0.092369017,-0.0219,0.0065,0.5951,0.1475,5
0.004477504,-0.1184,-0.0366,0.6774,-0.1158,5
0.137006292,0.0304,-0.0496,0.6413,-0.2046,5
-0.012449619,-0.1945,-0.0345,0.642,-0.296,5
-0.017420573,-0.1171,-0.2413,0.608,-0.1935,5
0.022623435,0.105,0.0554,0.5483,-0.1233,5
0.020027035,0.0007,-0.0245,0.5695,-0.1911,5
-0.121681661,-0.0439,-0.1256,0.534,-0.2902,5
-0.011743927,-0.231,0.1699,0.6483,-0.1906,5
-0.009582959,0.0708,-0.0832,0.7535,-0.1817,5
-0.035435101,0.0649,-0.0728,0.5965,-0.2088,5
-0.06101695,-0.0594,0.0142,0.5206,-0.2205,5
0.058115153,-0.082,0.0931,0.6121,-0.0937,5
-0.014871446,0.1074,-0.09,0.5594,-0.1482,5
-0.088137011,0.0572,-0.0562,0.593,-0.085,5
0.078234561,-0.0245,0.1187,0.69,-0.2352,5
0.032257701,0.1129,-0.0388,0.5114,-0.0931,5
0.001073218,-0.1619,-0.0564,0.6784,-0.0399,5
0.150946948,-0.0646,-0.031,0.7269,-0.1664,5
-0.167157261,0.0394,-0.0482,0.6477,-0.0363,5
0.026765332,-0.1612,-0.0682,0.7769,0.0651,5
-0.087659171,0.1839,-0.0296,0.6709,-0.0536,5
0.026399244,0.0863,0.0646,0.5969,-0.057,5
0.170208829,-0.0026,0.0827,0.5666,-0.0991,5
-0.145437796,0.0508,-0.0675,0.5185,-0.1477,5
-0.072339742,0.0435,-0.1867,0.6648,-0.1029,5
0.084876473,0.0644,-0.1488,0.733,-0.0462,5
-0.152463464,-0.0511,-0.0948,0.6859,-0.0508,5
-0.01441965,0.1355,-0.0973,0.6419,-0.1699,5
-0.221196022,0.0124,-0.0097,0.7024,-0.1723,5
-0.079296744,0.0132,0.0797,0.6536,-0.2662,5
0.105194517,-0.0182,-0.0917,0.5336,0.0204,5
-0.016029634,-0.1534,-0.0709,0.7812,-0.1423,5
0.04188369,0.0538,-0.0964,0.6335,-0.1124,5
-0.093140003,0.0004,0.0379,0.5174,-0.3388,5
0.049674003,0.1,-0.1252,0.516,-0.0586,5
-0.169673065,0.1344,0.0471,0.8756,-0.1442,5
-0.062905235,-0.036,0.1446,0.5486,-0.2207,5
-0.122750685,-0.191,-0.1454,0.5416,-0.0859,5
-0.179852961,0.0117,0.0006,0.6754,-0.1901,5
-0.192952204,0.0381,-0.1341,0.8486,-0.0574,5
0.056392195,0.0176,-0.1448,0.6742,-0.0983,5
-0.192031603,0.1066,0.1391,0.4883,-0.1419,5
0.091206805,-0.1507,-0.0539,0.5333,0.0184,5
0.087745549,0.0484,0.0971,0.6246,-0.0312,5
0.150160745,0.2006,-0.0308,0.454,-0.2373,5
0.078730911,-0.0426,0.0012,0.6339,-0.1361,5
-0.12879764,0.1841,-0.0993,0.5965,-0.0447,5
-0.025037183,0.0687,0.004,0.5098,-0.0322,5
0.012243715,-0.0466,0.1379,0.4474,-0.3519,5
-0.096892995,-0.0373,-0.1909,0.5188,-0.1952,5
0.004135057,0.1158,0.0436,0.6727,-0.1541,5
0.164377841,0.0105,0.0697,0.6485,-0.0906,5
0.055894644,0.109,0.0781,0.7132,-0.1632,5
-0.058527844,0.1046,-0.0492,0.6257,0.0228,5
0.032677399,0.0034,-0.1809,0.6361,-0.0602,5
0.004262084,-0.0366,-0.0826,0.7984,-0.2228,5
-0.078135702,-0.177,0.0542,0.6914,-0.1499,5
-0.08994764,-0.3018,0.0312,0.5728,-0.2551,5
-0.054791519,-0.0467,0.0914,0.5908,-0.2338,5
0.015057738,0.0138,0.0122,0.6401,-0.1189,5
0.065489022,-0.1065,0.0705,0.6208,-0.0812,5
-0.036055078,0.1203,0.0237,0.6748,-0.0726,5
-0.050694149,0.1338,-0.1667,0.4365,-0.1335,5
-0.052439871,-0.1271,-0.0562,0.6885,-0.2374,5
0.117331544,0.0224,0.1008,0.6052,-0.1505,5
0.102206226,-0.1121,-0.0328,0.674,-0.2215,5
-0.020804565,-0.0127,0.1806,0.6708,-0.1492,5
0.010601954,0.1173,0.0536,0.6615,-0.1659,5
-0.110012738,0.0094,-0.0684,0.736,-0.039,5
-0.035295384,0.0361,-0.0556,0.6111,0.1127,5
0.01913494,0.0011,0.1043,0.7583,-0.2023,5
0.060114258,-0.0064,-0.0766,0.6891,-0.1352,5
-0.091488522,0.1515,0.0127,0.5122,-0.1284,5
-0.014158013,0.1426,-0.0304,0.6788,-0.1215,5
0.113978083,-0.0346,0.0634,0.4902,-0.2297,5
0.067736359,0.0308,0.0059,0.4978,-0.2174,5
-0.116748363,0.1626,-0.2107,0.6099,-0.2043,5
-0.025853839,0.0803,0.0312,0.726,-0.1585,5
-0.073248909,0.1075,0.0716,0.6454,0.0482,5
0.119233183,0.0554,-0.0541,0.6006,-0.1195,5
0.040925905,0.004,0.1156,0.6816,0.0717,5
-0.052858349,-0.0518,-0.1203,0.8348,-0.1826,5
-0.108955389,-0.0512,-0.1356,0.661,-0.261,5
-0.094671446,-0.1353,0.0364,0.6488,0.0105,5
-0.109413633,0.0237,0.2282,0.4761,-0.1498,5
0.129183348,0.0149,0.0453,0.6085,-0.202,5
-0.104329008,0.0371,-0.1324,0.5205,-0.2384,5
0.012175517,-0.0069,0.119,0.7798,-0.2306,5
-0.036935286,0.0141,-0.0723,0.6399,-0.1297,5
-0.154374327,0.1599,-0.0552,0.4701,0.0075,5
-0.186913574,0.1583,-0.1432,0.4231,0.0314,5
-0.029409727,-0.1526,0.1036,0.697,-0.0738,5
0.018699998,0.0754,0.0887,0.7267,-0.1314,5
-0.221644274,-0.1856,0.0916,0.5063,-0.2365,5
0.102342646,0.112,0.2496,0.5011,-0.0879,5
-0.117460631,-0.0891,0.1178,0.5816,-0.1309,5
0.073827372,-0.053,-0.1366,0.5065,-0.2982,5
0.075799445,0.1581,0.0139,0.5553,-0.1096,5
0.121748844,-0.0648,-0.1067,0.7316,-0.1409,5
-0.133261137,-0.1283,-0.0015,0.642,-0.0809,5
0.083204039,-0.0414,-0.0086,0.5146,-0.1194,5
0.298705443,0.0873,-0.1481,0.7092,-0.1194,5
-0.131833446,-0.1644,-0.1026,0.9027,0.0697,5
-0.067555776,0.1401,0.1562,0.5792,-0.268,5
-0.129553115,0.1825,-0.1928,0.6748,-0.1526,5
0.087159494,-0.0008,-0.0471,0.7128,-0.1103,5
-0.076113001,-0.0951,-0.011,0.5083,-0.0474,5
-0.020146839,-0.0302,-0.1388,0.4942,-0.0253,5
-0.073400659,-0.002,0.0857,0.5715,-0.0524,5
0.038790611,0.1239,0.083,0.5318,-0.061,5
0.026616542,0.098,0.0366,0.4841,-0.1113,5
0.09097764,0.0604,-0.2085,0.6433,-0.1592,5
0.006029396,0.0605,0.1449,0.5572,0.0011,5
-0.092268942,0.0143,-0.091,0.638,-0.142,5
0.055784146,0.0584,-0.0306,0.7783,-0.3587,5
0.088874514,-0.0432,-0.1164,0.5574,-0.129,5
-0.163010074,-0.0286,-0.0665,0.6541,-0.0863,5
-0.066406148,0.0746,0.0591,0.6842,-0.1285,5
-0.013243493,0.0354,0.0213,0.7185,0.1831,5
-0.12492149,0.0447,0.1692,0.6081,-0.0533,5
-0.110167106,-0.1564,-0.0613,0.6818,-0.0285,5
-0.039916668,-0.1609,0.0861,0.6622,-0.1183,5
0.110138826,0.1038,-0.168,0.5808,-0.048,5
0.029009499,-0.0229,-0.029,0.6646,-0.0984,5
-0.051814934,0.2462,-0.0133,0.6479,-0.0471,5
-0.011912384,0.1444,-0.0457,0.719,-0.1978,5
0.03916331,0.1641,0.1275,0.6198,-0.0732,5
0.043196425,-0.1793,0.14,0.7756,0.0214,5
0.092072163,-0.0451,-0.1397,0.526,-0.0612,5
-0.082674835,0.1222,0.1712,0.7269,0.0143,5
-0.036165003,0.0929,-0.0698,0.5171,-0.0717,5
0.03841629,-0.1227,0.1433,0.6268,-0.2908,5
0.036769568,-0.1095,-0.2252,0.6385,-0.3375,5
0.082000385,0.0075,-0.0831,0.6667,-0.2709,5
-0.069377166,-0.1246,0.0306,0.7087,-0.191,5
0.07683619,0.0435,0.0175,0.6345,-0.1693,5
0.167164713,0.1056,-0.0167,0.7236,-0.3466,5
-0.008392606,0.0013,0.1661,0.7024,-0.0446,5
-0.232565067,0.1074,0.0527,0.606,-0.1933,5
-0.154443174,-0.2544,-0.2845,0.6554,-0.0053,5
0.207663194,0.0104,-0.0478,0.8247,-0.123,5
0.027292002,0.0035,-0.0881,0.8163,-0.1676,5
-0.085297348,0.0626,0.1307,0.6447,-0.1062,5
0.046321555,-0.1239,0.0113,0.6182,-0.1198,5
0.101116292,0.0336,0.0049,0.6081,-0.0288,5
0.003012818,0.1576,0.0448,0.5998,-0.1435,5
0.007240318,-0.0131,-0.0661,0.5689,-0.028,5
-0.104870918,-0.011,0.0843,0.6022,-0.2068,5
-0.079391041,-0.1264,0.1383,0.5344,-0.1269,5
-0.118630866,0.1524,-0.0082,0.4273,-0.0711,5
0.053351333,0.0419,-0.0911,0.5636,-0.0384,5
-0.041702183,-0.0194,0.0393,0.6102,-0.1905,5
-0.093214146,0.1289,-0.1778,0.7734,-0.1362,5
0.040556957,-0.1015,-0.0243,0.7156,-0.266,5
0.048363323,-0.133,0.0106,0.549,-0.1075,5
-0.184184895,0.0244,0.016,0.5809,-0.1405,5
0.018564383,-0.0143,0.0074,0.6598,-0.0958,5
0.058775446,-0.2129,0.0963,0.5299,0.071,5
0.051223515,0.0343,0.0884,0.5324,-0.1588,5
-0.028885913,0.067,-0.1075,0.5636,-0.234,5
-0.100496947,-0.0467,-0.0671,0.7529,-0.1232,5
0.05396242,0.1111,0.0882,0.4574,-0.0551,5
0.138396653,0.0429,0.0465,0.9381,-0.0771,5
-0.070952617,-0.0978,0.0735,0.7387,-0.2013,5
-0.045650175,0.0397,0.1681,0.625,-0.0296,5
-0.110936038,0.0337,-0.0393,0.744,-0.1403,5
-0.049112162,-0.0277,-0.0472,0.6082,-0.1285,5
0.028587786,0.0327,0.0304,0.0176,0.6028,6
0.110509516,-0.139,-0.0827,-0.0352,0.517,6
-0.252532907,0.0716,-0.0334,-0.1787,0.6043,6
-0.123015961,0.037,-0.1452,0.0091,0.6963,6
-0.03683865,0.0209,-0.0567,-0.0243,0.6234,6
0.044336849,0.0131,-0.1182,0.1364,0.6175,6
0.048905544,-0.0678,0.0842,0.0478,0.7467,6
-0.008569411,0.0692,-0.0701,0.0016,0.7112,6
-0.029337166,0.0396,-0.0108,-0.0039,0.5399,6
0.112911186,0.0891,-0.0862,0.0453,0.6792,6
0.245131116,0.0243,-0.0487,-0.1404,0.6066,6
-0.091804172,-0.0994,0.1003,-0.0641,0.7004,6
-0.029729283,0.1255,0.0533,0.0447,0.6726,6
-0.014284744,0.1794,0.0147,-0.0044,0.7363,6
-0.020802934,0.1835,0.0089,-0.026,0.6206,6
0.068395311,-0.1386,-0.0596,0.0167,0.5866,6
0.077149772,0.0331,0.0359,0.0036,0.6332,6
0.006492311,0.0393,0.0212,0.034,0.7405,6
0.134656909,0.1437,-0.0231,0.1264,0.5859,6
-0.142402635,0.0964,0.0371,-0.0448,0.726,6
0.066457131,0.0903,-0.1646,-0.0675,0.6905,6
-0.01879094,0.1131,0.0716,0.035,0.6455,6
-0.153523068,0.0694,-0.0222,-0.034,0.7625,6
0.030906239,-0.0328,0.0312,0.1652,0.6224,6
0.098828287,-0.1322,-0.0353,0.1471,0.6392,6
0.114851951,-0.0821,0.0529,-0.013,0.4515,6
-0.213164767,0.0387,-0.0241,-0.0074,0.6799,6
0.173548561,-0.1107,-0.3848,-0.0091,0.6483,6
