V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,Class
0.045679774,0.05140191,0.08230719,0.095546,0.23628457,0.20522183,0.10585727,0.16050804,0.036650226,0.058940727,0.07304262,0.07414892,0.28229314,0.20918964,0.10234143,0.10272816,0.049586426,0.055910207,0.08058859,0.05925535,0.2627525,0.23914538,0.09928206,0.09723281,0.061213054,0.06725652,0.086079314,0.08792301,0.22656767,0.267691,0.09852717,0.084588096,0.08758547,0.20956144,0.09280374,0.19145621,0.14950189,0.20270416,0.09029704,0.18117584,0.08229477,0.23348199,0.07470676,0.17368014,0.19051068,0.24655436,0.067570426,0.14771774,1
0.06424255,0.08066945,0.052915964,0.1306747,0.1450494,0.1359496,0.015779423,0.042502183,0.022847485,0.08188423,0.043850526,0.079561256,0.088460125,0.10265337,0.023212327,0.06320209,0.020065393,0.07125328,0.03956315,0.066614985,0.06058713,0.11580708,0.022093607,0.10134519,0.011396828,0.059525017,0.02636677,0.050765235,0.07438073,0.2044481,0.026552293,0.11889057,0.018202074,0.13646227,0.026231926,0.103832595,0.06749629,0.19632901,0.030522948,0.18166023,0.054961994,0.22695853,0.02626619,0.09222593,0.11687987,0.3053359,0.02969725,0.12333869,1
0.1253301,0.14507662,0.1909248,0.189358,0.42080274,0.229519,0.19910194,0.25355563,0.12809613,0.16259031,0.20345616,0.16030139,0.40436524,0.21774635,0.22323537,0.22184955,0.16909118,0.17897332,0.23426999,0.18993022,0.38274223,0.26052368,0.25643313,0.25375107,0.17744723,0.1611543,0.23600301,0.20530699,0.34350437,0.3157393,0.25959748,0.2666118,0.19740935,0.26974624,0.19036175,0.24012677,0.23362678,0.24319711,0.19297892,0.28569302,0.14766039,0.29589653,0.12623769,0.17800516,0.30277854,0.3076842,0.12775715,0.19496588,1
0.1616529,0.20785984,0.08007819,0.09042764,0.25223175,0.24935973,0.07975683,0.12893622,0.10007972,0.23105633,0.07376717,0.10934271,0.19753262,0.2134218,0.076770715,0.12180658,0.111446545,0.2536467,0.08411847,0.13327585,0.14432271,0.22297122,0.08327886,0.14645717,0.09450744,0.20192094,0.07585572,0.14537063,0.13323388,0.29196241,0.084404916,0.16552353,0.08995652,0.29930118,0.06790612,0.19857585,0.10369726,0.2771707,0.069409564,0.21215099,0.09138135,0.369468,0.05297624,0.12774512,0.1799237,0.4298944,0.05544406,0.1411494,1
0.0882772,0.112356685,0.099548094,0.08623973,0.33319008,0.22988793,0.14482716,0.18392438,0.10428054,0.18041869,0.13958827,0.11856759,0.29064393,0.14850053,0.15569876,0.14735809,0.13671014,0.17109157,0.17857747,0.13643232,0.32350847,0.21818487,0.19517906,0.1711391,0.14827634,0.15921493,0.1866343,0.13689776,0.27435476,0.26145643,0.20350376,0.16259323,0.1507458,0.23100276,0.15774907,0.19095609,0.20916148,0.23513769,0.16172495,0.22152072,0.11554261,0.27971223,0.102215834,0.12693532,0.2770043,0.31927258,0.10190021,0.1324493,1
0.10347538,0.11745652,0.039259825,0.07102942,0.23555018,0.28624624,0.04829369,0.08999086,0.059302457,0.1184115,0.057483,0.0916582,0.1339966,0.16458131,0.054038513,0.06260818,0.061188415,0.120134726,0.07127151,0.098058,0.13241798,0.21237196,0.06341154,0.08165032,0.06470424,0.107845075,0.06499606,0.063960485,0.12635751,0.27242792,0.08440993,0.1412203,0.07197995,0.2137361,0.061725914,0.14044449,0.10885434,0.2605722,0.06946367,0.17818247,0.07687449,0.2727159,0.057488807,0.12152939,0.17452434,0.38752207,0.062145405,0.17345306,1
0.07810123,0.11301829,0.031951077,0.048301574,0.2059733,0.23801613,0.064326756,0.16702564,0.043473464,0.116726786,0.04225433,0.06027876,0.10840507,0.11492742,0.05339677,0.08838235,0.042933676,0.117212795,0.035792407,0.043070722,0.12551367,0.20115864,0.054733545,0.10610198,0.031711377,0.10179007,0.029687915,0.05155491,0.10157084,0.22081901,0.047565967,0.091141924,0.036431324,0.18654442,0.040076554,0.13783942,0.09620411,0.22709437,0.046472844,0.15863968,0.05868632,0.26898146,0.030241275,0.09858875,0.14866349,0.32540002,0.029847948,0.09307885,1
0.090473466,0.09428409,0.08996527,0.17503347,0.24941616,0.3002082,0.123733275,0.22644055,0.058629777,0.11957435,0.07861856,0.13053825,0.23481755,0.34823146,0.08985549,0.13414982,0.09408753,0.274982,0.093377285,0.19844916,0.14395428,0.21880063,0.10882557,0.21698198,0.060575623,0.13475727,0.06769138,0.1512722,0.13397318,0.27289703,0.086138666,0.16463518,0.06522031,0.21607797,0.059591886,0.1749399,0.10735826,0.23524359,0.07791838,0.25484422,0.07531404,0.25300792,0.05419684,0.13706273,0.16096109,0.31015792,0.05805929,0.16077872,1
0.09481673,0.1108124,0.04563286,0.08051188,0.22935744,0.25204235,0.05802771,0.110532664,0.04362725,0.106484815,0.03914249,0.066724874,0.16784124,0.20391251,0.06306866,0.09060169,0.056798298,0.12961641,0.052388266,0.10372322,0.10030906,0.16752493,0.058348436,0.10084708,0.042589743,0.10678061,0.046999667,0.121873476,0.12688708,0.28284803,0.058504444,0.11171114,0.06583717,0.2433345,0.060752135,0.23040874,0.098304145,0.24158402,0.057390742,0.18410361,0.07341136,0.26387718,0.051568694,0.1537649,0.1562681,0.34680113,0.049386606,0.13918838,1
0.088050194,0.112202995,0.14956151,0.14580487,0.26070267,0.17745115,0.14360823,0.15149105,0.07979706,0.11581865,0.16005753,0.14353186,0.33806697,0.17364591,0.18909425,0.18743514,0.10548563,0.12760718,0.17679206,0.16109537,0.36814314,0.24902686,0.20316157,0.17364714,0.12328401,0.14300543,0.16009171,0.1644495,0.3347994,0.29757217,0.2055594,0.20811692,0.13850114,0.25701508,0.14005002,0.20879917,0.2137962,0.22483504,0.16252497,0.27942067,0.1196163,0.28483227,0.09965915,0.13155271,0.28350002,0.29626572,0.10435657,0.15844975,1
0.061840065,0.08359768,0.099182725,0.09881467,0.29550153,0.22432812,0.11616404,0.17248629,0.051449604,0.09760099,0.09808225,0.077619724,0.37681866,0.20749895,0.14254974,0.16074178,0.083746776,0.11205554,0.12182731,0.10405366,0.3140012,0.229217,0.15255377,0.16769995,0.096244335,0.130447,0.12592514,0.13521186,0.2677373,0.257342,0.15641464,0.17119849,0.111990355,0.2701054,0.11253755,0.19450176,0.19084288,0.24124698,0.12717733,0.25694713,0.08942139,0.24431008,0.084537424,0.13898371,0.24944052,0.3091483,0.086162746,0.15538529,1
0.12736988,0.14295538,0.1597565,0.16473965,0.5033463,0.37503386,0.15769652,0.21431243,0.083283,0.14802295,0.13794456,0.11843382,0.49563208,0.2660297,0.15284166,0.15931447,0.10912284,0.16360039,0.15711494,0.12215734,0.4720905,0.3516677,0.15503624,0.15019049,0.11207517,0.15167195,0.1628172,0.15569551,0.3758206,0.3640955,0.17044716,0.19251637,0.10546136,0.22273746,0.12890351,0.25876495,0.24293458,0.29086152,0.12628467,0.21092407,0.10681531,0.31714922,0.107354864,0.20457007,0.3215902,0.40266383,0.10230133,0.17828985,1
0.12672816,0.14265531,0.14279982,0.10595897,0.5188393,0.34701592,0.13713242,0.15502588,0.078425035,0.11477601,0.12833226,0.09026541,0.48850814,0.3187418,0.13577332,0.11136882,0.10642479,0.13964872,0.16022386,0.12912703,0.40756935,0.27241594,0.14222209,0.126311,0.106065616,0.12753767,0.13416661,0.1157242,0.3471394,0.3206168,0.14339595,0.120340705,0.11359736,0.21894269,0.12737592,0.20058742,0.25821173,0.28231108,0.12339466,0.2021665,0.10257789,0.26659697,0.12149239,0.23140442,0.32112426,0.37165904,0.112476,0.20205261,1
0.12472198,0.13747703,0.15689689,0.153986,0.53424937,0.3831323,0.1549554,0.20255898,0.08589351,0.1472395,0.14174804,0.113357194,0.5079717,0.32660604,0.13673691,0.10044179,0.10023513,0.15537667,0.17274615,0.16044946,0.46025133,0.3263676,0.14789915,0.1105842,0.09999656,0.13310646,0.15916283,0.1573422,0.33193666,0.3221202,0.14381264,0.112488344,0.09912031,0.21301956,0.12308783,0.1984859,0.21442784,0.25341323,0.11207308,0.17103548,0.10924177,0.32286626,0.08826973,0.13399962,0.2691722,0.33334553,0.08555139,0.12817933,1
0.13719644,0.14202909,0.24325031,0.23694035,0.6690497,0.57359165,0.2686089,0.2986024,0.13195015,0.1708355,0.2109448,0.18052939,0.47756982,0.33584148,0.27110797,0.22018987,0.1864085,0.21467458,0.25489995,0.22548608,0.47715166,0.40079004,0.30453968,0.26607007,0.18901275,0.20989624,0.2507218,0.3015062,0.49882916,0.51073897,0.3026981,0.3181135,0.19447623,0.30579588,0.19481102,0.2933703,0.30617532,0.34680626,0.21765639,0.35190204,0.17565277,0.37623784,0.14920105,0.2126899,0.4015318,0.43263566,0.15555985,0.23332532,1
0.08206449,0.097176984,0.108069256,0.083932474,0.47104028,0.38242358,0.117033795,0.14583811,0.06015631,0.09764475,0.11771493,0.06980426,0.43933392,0.21383262,0.13289566,0.12926616,0.09678196,0.11871428,0.12889369,0.07217834,0.43628457,0.31377247,0.15427901,0.15610111,0.09276458,0.1028478,0.1355206,0.09991424,0.35838428,0.31684312,0.17767817,0.20329244,0.09916898,0.19297764,0.114285976,0.16161491,0.23767257,0.272824,0.12778808,0.22420092,0.10615307,0.289268,0.09745192,0.15331078,0.31313124,0.36462045,0.0997027,0.16731626,1
0.13640004,0.14213438,0.1438818,0.12682652,0.49045843,0.36378524,0.19641855,0.23190245,0.11939093,0.17532383,0.13096783,0.09756725,0.42501032,0.23637567,0.21941388,0.27884385,0.15660071,0.21287496,0.17331912,0.18333712,0.46477002,0.3381913,0.23782371,0.31334096,0.15246138,0.1927841,0.17717688,0.23134142,0.402057,0.37127405,0.21814771,0.27783108,0.17382534,0.37033784,0.15826868,0.27664188,0.26063228,0.29462022,0.17949182,0.34843856,0.13832656,0.33570376,0.1346585,0.23888682,0.34721988,0.3954518,0.15302709,0.34219804,1
0.12789534,0.14471118,0.17991865,0.15024225,0.5561789,0.40244862,0.17894904,0.2265606,0.09599265,0.15413289,0.17151289,0.13630296,0.5563486,0.3060767,0.18032134,0.175998,0.11046803,0.16180392,0.1952203,0.15525591,0.49300474,0.31908506,0.18786252,0.19198224,0.11117729,0.1478569,0.19018531,0.1746669,0.4771655,0.41615465,0.1888409,0.1927088,0.12799373,0.27104935,0.16487958,0.24444501,0.3048349,0.3189175,0.15831834,0.26115614,0.11485072,0.3159019,0.11853669,0.17012936,0.39617726,0.43251395,0.114719994,0.16541073,1
0.11900974,0.13916819,0.10806034,0.11992236,0.3696538,0.26679742,0.14082773,0.2162319,0.08769917,0.15167606,0.13376053,0.14239646,0.43627697,0.3349067,0.14884154,0.16181578,0.095114246,0.14815307,0.14373788,0.16891173,0.353453,0.32898068,0.16712181,0.20691018,0.09591142,0.14475447,0.12697676,0.14890678,0.29920897,0.34682626,0.16122994,0.1985277,0.10237401,0.22359371,0.10925522,0.20150045,0.20943655,0.2843621,0.1279908,0.24622342,0.11986351,0.33526912,0.098987855,0.19285166,0.28115863,0.36965248,0.0965566,0.17642136,1
0.08937314,0.10041629,0.101143934,0.14238289,0.26902553,0.20044683,0.15253752,0.24191542,0.06947279,0.12779513,0.08097586,0.08831939,0.27906913,0.1945421,0.1404971,0.17690213,0.073960304,0.12900822,0.088333115,0.086661614,0.3007609,0.24957474,0.12306916,0.13781497,0.064806245,0.10303869,0.08113987,0.059893202,0.28395554,0.2941523,0.13662727,0.16013098,0.07898043,0.20500024,0.081935555,0.13618197,0.17869766,0.23275408,0.10261571,0.2221215,0.08871067,0.2730182,0.078670576,0.14262626,0.24342397,0.32211307,0.08336138,0.16919646,1
0.13083817,0.15117022,0.13328171,0.14062524,0.36430374,0.3088111,0.15340994,0.19724469,0.104352385,0.15131667,0.15685108,0.1594447,0.36814463,0.24328052,0.210278,0.22418696,0.124433555,0.17019638,0.17243813,0.15148856,0.37016594,0.28182882,0.2387763,0.2338878,0.14101958,0.17443523,0.17566524,0.1831837,0.3838645,0.37805372,0.23370524,0.230079,0.1466256,0.30650282,0.16317032,0.28047937,0.2583632,0.29360846,0.17695326,0.29850143,0.10936893,0.29213113,0.11253669,0.16181634,0.33749607,0.37606385,0.11384084,0.18461193,1
0.15639447,0.14436823,0.21814324,0.17367084,0.44667268,0.38211536,0.21793453,0.24742544,0.13445918,0.16464643,0.2294623,0.18666042,0.6406164,0.5442003,0.20923385,0.15762542,0.1524358,0.16694516,0.23505346,0.18962646,0.4454263,0.38693598,0.23456198,0.2006307,0.17117286,0.1722728,0.22370905,0.20540111,0.4167019,0.44225064,0.24297857,0.23044167,0.16333675,0.25216302,0.1656847,0.23382261,0.29207966,0.3464866,0.16900577,0.25468704,0.14991833,0.3231666,0.11995755,0.17000596,0.3682878,0.41616386,0.117994405,0.17822781,1
0.17159428,0.16632141,0.3057517,0.27232468,0.57158124,0.46594104,0.27264717,0.2964854,0.15022098,0.17969708,0.28582874,0.23710963,0.69687825,0.43097693,0.24987286,0.18696004,0.20551604,0.22822651,0.28537565,0.21578981,0.5626008,0.43569884,0.26699975,0.22488713,0.18874826,0.18965709,0.2623189,0.23402067,0.49788767,0.45648956,0.24742562,0.21184151,0.19416218,0.28584316,0.19199777,0.2423774,0.34487483,0.36332768,0.19411083,0.27506503,0.16835196,0.34786862,0.13750769,0.17474675,0.43928963,0.4256786,0.136803,0.17814234,1
0.17160387,0.20255889,0.14113428,0.1722172,0.40707207,0.2801498,0.21448287,0.3539746,0.13305587,0.2400384,0.13126583,0.110107206,0.42146862,0.24799475,0.20863748,0.28334394,0.15267253,0.2558751,0.15856187,0.14373884,0.36753964,0.2822119,0.22048976,0.28985798,0.13501005,0.18170832,0.14996582,0.12651369,0.312767,0.32337967,0.20965104,0.26209667,0.12690158,0.2680692,0.12551808,0.1981105,0.22105952,0.2816865,0.15460588,0.28787005,0.11177021,0.31034672,0.09637696,0.1523831,0.2969247,0.3898099,0.10509927,0.18323866,1
0.12009271,0.13507831,0.16048339,0.17653026,0.4675947,0.35568404,0.18002917,0.2591028,0.10673131,0.15506802,0.15636553,0.147496,0.4299904,0.21963982,0.20130293,0.20202713,0.14491542,0.19155122,0.19822726,0.19543809,0.38727462,0.25943732,0.21741576,0.2292807,0.18752225,0.23060286,0.20387661,0.21585804,0.38908347,0.32373536,0.23254308,0.24842244,0.19093847,0.28326663,0.16948064,0.24750803,0.31376615,0.3345763,0.1860652,0.3115721,0.15026036,0.29996085,0.1262006,0.17497794,0.38689545,0.37302467,0.131231,0.19701913,1
0.09999418,0.12234517,0.14948888,0.17108978,0.6017467,0.38888514,0.13038096,0.13604605,0.06974506,0.12227764,0.121128865,0.08537344,0.6741978,0.4040001,0.14203987,0.09472422,0.075451724,0.1153806,0.14934322,0.10424215,0.5627323,0.3138347,0.14613631,0.105061986,0.08535899,0.11209945,0.14801718,0.10889386,0.47554865,0.33949232,0.14852977,0.10069523,0.099191286,0.21987192,0.1260278,0.18694453,0.28693947,0.26251215,0.11759507,0.16862305,0.09326531,0.2744665,0.10174262,0.15745693,0.3618823,0.3329825,0.09555743,0.13964275,1
0.08855054,0.113740854,0.1464834,0.18518569,0.59475416,0.37860635,0.15287866,0.18501158,0.063314445,0.14462648,0.12868243,0.12062811,0.52483433,0.27303344,0.17763908,0.21898623,0.07260247,0.11405879,0.14489381,0.119493745,0.39548802,0.2156071,0.1500363,0.13717006,0.07589356,0.10558097,0.13924076,0.12405666,0.4170993,0.34696773,0.14770705,0.13002467,0.08306866,0.20458646,0.10830178,0.17155638,0.25766888,0.2526709,0.11164541,0.17508776,0.08060299,0.24612309,0.07917966,0.10913012,0.31687182,0.32009262,0.07821207,0.112020284,1
0.09480888,0.12672386,0.14007318,0.09245677,0.43036598,0.33681208,0.13617875,0.16255537,0.09980182,0.13298254,0.1351844,0.06745897,0.49982122,0.36417538,0.15584323,0.1194602,0.12717675,0.12511785,0.1605437,0.08548588,0.46009538,0.32136565,0.18371654,0.1578394,0.13386334,0.1107094,0.16287756,0.080435336,0.38625613,0.35355353,0.18652087,0.14093344,0.15979032,0.20616224,0.13815162,0.14616977,0.2745287,0.29696673,0.14832535,0.19842127,0.13782611,0.27794543,0.10200579,0.118460774,0.34498328,0.38745573,0.10364352,0.13821368,1
0.17900607,0.20504798,0.13037997,0.06689969,0.46268138,0.39288032,0.13690315,0.089744486,0.24723409,0.29246354,0.15411957,0.07925292,0.42255458,0.26889747,0.18164486,0.11176711,0.28425986,0.2727152,0.16221124,0.09147691,0.370938,0.30067793,0.197844,0.16994837,0.25436872,0.2253975,0.15875858,0.0777196,0.38624597,0.37386557,0.20936699,0.18129398,0.23803371,0.30928376,0.16481467,0.16911674,0.45013854,0.4913005,0.1748935,0.21199805,0.20132513,0.41981596,0.12686878,0.1431457,0.5030291,0.49398443,0.124888994,0.1421127,1
0.117824845,0.15633462,0.15518308,0.098950185,0.36085078,0.27834088,0.09063605,0.07225259,0.09104268,0.16078922,0.18991728,0.10509282,0.41878864,0.21430622,0.12235035,0.066564664,0.12627849,0.17607236,0.21320842,0.10993648,0.4065511,0.27383512,0.14675331,0.09444411,0.12297336,0.14926352,0.21560737,0.14153863,0.39069742,0.3584068,0.15018918,0.077340566,0.1280396,0.2434811,0.15175869,0.18506676,0.25946078,0.3123977,0.12883215,0.16145076,0.1144568,0.33596012,0.099864714,0.12443479,0.3496177,0.43220595,0.098605916,0.12651114,1
0.08659497,0.117037594,0.051127113,0.031173825,0.25401148,0.22424711,0.07242104,0.11713228,0.05229483,0.113957174,0.07739119,0.06787604,0.26524338,0.26103327,0.09076003,0.086983725,0.07502219,0.12271212,0.113153584,0.11114881,0.20742741,0.22672366,0.108804196,0.12515683,0.09513899,0.13699313,0.13242427,0.17570758,0.21864177,0.3145555,0.12738068,0.13491073,0.11997019,0.24067636,0.1074753,0.22569925,0.14361018,0.23684755,0.104561344,0.20871444,0.1259085,0.33632398,0.09276681,0.21122293,0.1996657,0.30581108,0.08863017,0.19361514,1
0.084766015,0.114618264,0.07289887,0.113208674,0.2767369,0.24643488,0.088325165,0.17421915,0.047058787,0.10682734,0.09102912,0.088086024,0.2850477,0.27623338,0.10428955,0.13267627,0.06675133,0.10832901,0.13557816,0.20791627,0.25125462,0.2822494,0.12476578,0.16547392,0.084331304,0.10757957,0.1310422,0.17776676,0.20862326,0.28678557,0.12745653,0.15093014,0.09741967,0.19288044,0.10269746,0.21244287,0.14125739,0.23133582,0.09751787,0.19349656,0.08981098,0.26380727,0.0687948,0.12579376,0.18974969,0.27433443,0.065275565,0.11777087,1
0.071460426,0.10949676,0.06804681,0.11534777,0.26855692,0.2459013,0.1094612,0.21457195,0.053394407,0.122572266,0.08536453,0.103470705,0.2896425,0.30120853,0.120834954,0.17651035,0.07282421,0.1250724,0.11156673,0.14965053,0.21045098,0.26087555,0.126327,0.1778909,0.09253084,0.13681273,0.13447854,0.2446244,0.19756077,0.28727826,0.14497417,0.1958957,0.102042235,0.21373922,0.10939899,0.25540748,0.13460675,0.21445012,0.109591946,0.24854392,0.10743731,0.28649518,0.08677822,0.1986432,0.18368147,0.24996136,0.084999435,0.19073367,1
0.07797484,0.10258726,0.08726755,0.16512975,0.24216306,0.21342462,0.08175197,0.13687128,0.056313597,0.10996807,0.096574,0.12984137,0.26367176,0.28757313,0.0950802,0.11099744,0.061526224,0.09775691,0.10937563,0.12636957,0.24560659,0.35103208,0.11499274,0.12547654,0.071220785,0.08272521,0.11677632,0.14224148,0.19907257,0.32729518,0.117705755,0.11680529,0.090158366,0.1884063,0.08592862,0.16385606,0.12333484,0.20933944,0.090996474,0.18211932,0.08665209,0.25554693,0.062855676,0.11430485,0.17247345,0.2635162,0.06383642,0.13198218,1
0.09147605,0.13111342,0.074033156,0.102842525,0.33880123,0.3873836,0.11172474,0.1945228,0.06623854,0.1526799,0.07686465,0.08629563,0.20190191,0.18803406,0.12614776,0.16323031,0.08296479,0.15795094,0.092567675,0.085715815,0.21236356,0.25193363,0.14369789,0.16993451,0.08710142,0.12772095,0.09094001,0.0807625,0.1823507,0.2690505,0.135498,0.17267263,0.09843606,0.21922319,0.0829034,0.148829,0.13035046,0.22226182,0.107803896,0.26067603,0.10204994,0.31150958,0.06908352,0.12822548,0.18407272,0.295945,0.076166704,0.18086115,1
0.083777554,0.12345651,0.05798714,0.057258733,0.22058673,0.19641289,0.092140235,0.13915789,0.0425831,0.108226545,0.06492564,0.0611169,0.2732009,0.25543484,0.119100876,0.14971384,0.077232964,0.14130384,0.09568007,0.10472012,0.20982617,0.23031059,0.108084135,0.124379955,0.09738543,0.1336408,0.1058405,0.13802567,0.21074082,0.33058855,0.11403181,0.12716363,0.102320686,0.21162367,0.09260512,0.18398033,0.13208438,0.21470848,0.10062052,0.22182508,0.11189845,0.29191518,0.0733931,0.14407931,0.19372065,0.27899396,0.07429456,0.14970534,1
0.10438616,0.13297413,0.06512857,0.06875836,0.24197142,0.20419109,0.06411326,0.07676738,0.058034163,0.12064436,0.07579674,0.088905275,0.18663172,0.15992747,0.087983236,0.09331173,0.07680292,0.12917294,0.10268508,0.09169278,0.20067814,0.2204088,0.10864855,0.104770176,0.09116503,0.12833188,0.109874494,0.13412389,0.18807669,0.29822043,0.11259416,0.10753172,0.09856817,0.20534378,0.09791202,0.20613961,0.13811864,0.23995534,0.0956012,0.19245663,0.10379091,0.30046165,0.07378806,0.14416088,0.1890006,0.29370597,0.07448214,0.15920857,1
0.079748236,0.115021564,0.16131048,0.27381665,0.3008961,0.34696612,0.11189872,0.1983131,0.049858306,0.09818414,0.114539444,0.14972314,0.24407834,0.2159755,0.14221193,0.23954765,0.07270582,0.1137337,0.13015358,0.17659229,0.2008822,0.22917978,0.12143248,0.16579847,0.082463056,0.109631866,0.12681781,0.19014612,0.17639501,0.2632732,0.13822874,0.19493851,0.082061514,0.1737307,0.09277758,0.1923183,0.11581088,0.18498018,0.10561682,0.24998981,0.082423165,0.23071797,0.06867566,0.13850398,0.15476578,0.22048996,0.07201775,0.16684042,1
0.09180821,0.0940886,0.1263115,0.1813775,0.27271718,0.27394536,0.08730366,0.12038194,0.08762035,0.15749438,0.13504885,0.18023768,0.23917025,0.1730477,0.12901469,0.14041775,0.12013716,0.1992076,0.21447416,0.38782507,0.21321267,0.21558452,0.17150682,0.23445405,0.11107223,0.13136773,0.1796163,0.33041388,0.21193568,0.3063704,0.15772156,0.21819079,0.122779794,0.22136547,0.13908377,0.3229045,0.13744941,0.22433962,0.1186655,0.2517408,0.11447914,0.29386398,0.10424291,0.24517731,0.1859033,0.26080304,0.09325625,0.19679612,1
0.10633905,0.13406934,0.1295979,0.17898679,0.34920877,0.30551872,0.11722117,0.17761861,0.07240302,0.13373615,0.11328963,0.102186464,0.35326585,0.29866025,0.12521484,0.12873587,0.08774229,0.12970734,0.14461987,0.12560646,0.3210897,0.3348137,0.14465988,0.14693883,0.10231866,0.12834263,0.14034325,0.1552733,0.2621067,0.33727726,0.14456376,0.13323152,0.11917737,0.22069833,0.11916309,0.21369563,0.1889111,0.2909144,0.11628944,0.20487714,0.11992271,0.31017745,0.09069721,0.1638839,0.23504601,0.29398862,0.08852979,0.15770316,1
0.09654509,0.1288331,0.10332795,0.13349019,0.41647363,0.4805907,0.14672028,0.2369183,0.088520065,0.15949164,0.10010356,0.11049614,0.3221157,0.28343996,0.15291084,0.2278063,0.12258601,0.23388022,0.10764929,0.09879961,0.2859035,0.33802202,0.18018903,0.2876377,0.12400266,0.17322148,0.110626295,0.089606225,0.22530349,0.29862705,0.17551777,0.24424124,0.14316201,0.2862538,0.10127696,0.16590908,0.14745015,0.22183466,0.13826606,0.34347618,0.12365355,0.33520043,0.08832326,0.16222607,0.20078106,0.27900052,0.1014165,0.23023358,1
0.084050104,0.0893726,0.097182594,0.13358429,0.48005885,0.38973355,0.14447196,0.25010777,0.070393845,0.12682961,0.093859755,0.10109542,0.5087583,0.28132683,0.14063609,0.24160653,0.07473085,0.11476242,0.098348245,0.073665924,0.43688917,0.294086,0.15883066,0.278633,0.080871716,0.09952318,0.099299416,0.08792627,0.34155726,0.32438877,0.1409083,0.20564099,0.086527474,0.19093138,0.08789986,0.14660949,0.22240306,0.27346796,0.10858744,0.25007918,0.09131075,0.25705907,0.07446561,0.12858339,0.29301366,0.38514277,0.07991375,0.15542606,1
0.16784358,0.22030844,0.10331161,0.06044694,0.6597746,0.45701844,0.120895386,0.1282424,0.11034354,0.23516344,0.11291985,0.077437885,0.6620149,0.41907206,0.14925717,0.14784898,0.12641016,0.24509117,0.12978816,0.08685674,0.5651736,0.41078416,0.16010363,0.12680326,0.123632886,0.2058983,0.12154053,0.08139938,0.48963144,0.48158756,0.15502173,0.14028956,0.1140412,0.29181373,0.099191025,0.14688715,0.29487985,0.40329263,0.116343416,0.21387002,0.12369303,0.41894045,0.08756243,0.12989254,0.40819728,0.6010187,0.091025665,0.15218462,1
0.16946429,0.22951613,0.12384216,0.091815025,0.6513404,0.4580967,0.08874356,0.06744192,0.10727329,0.23208646,0.11881453,0.08429419,0.6265359,0.430261,0.11731332,0.083656795,0.12943436,0.2476155,0.13624546,0.08716166,0.5383694,0.4076619,0.13928108,0.10798131,0.11622692,0.19786224,0.12216324,0.08631941,0.45382914,0.4594304,0.14060605,0.123092,0.10852019,0.28838104,0.09713464,0.15562947,0.2951777,0.40706143,0.10459341,0.19246912,0.12179173,0.40803814,0.09529292,0.20564792,0.41719937,0.6194254,0.092415415,0.17032677,1
0.13419059,0.17839572,0.123061754,0.11580592,0.55993426,0.5693586,0.10546678,0.1143037,0.10504527,0.20343317,0.12047484,0.09061022,0.56738985,0.4073831,0.10518329,0.07435199,0.13808805,0.20973992,0.13885206,0.09176899,0.4932103,0.39917806,0.124246106,0.11164685,0.13406613,0.1776344,0.1332124,0.087632455,0.404354,0.43549463,0.13641514,0.12819442,0.12562385,0.26005697,0.099504255,0.13537514,0.253904,0.36767834,0.102997415,0.18172385,0.10755227,0.35344934,0.076460354,0.10579843,0.34891388,0.53717625,0.07850451,0.12272872,1
0.16724531,0.20394751,0.2314485,0.14099123,0.7894183,0.5621935,0.17475453,0.13742281,0.14376691,0.23699903,0.23191802,0.14341678,0.6603463,0.358949,0.21563932,0.17299904,0.1691136,0.23801021,0.2842818,0.18703295,0.65024513,0.4083012,0.25313768,0.20365535,0.18062133,0.21650133,0.28275415,0.22208458,0.6197647,0.50943357,0.26339793,0.21476673,0.1787866,0.31078085,0.21144925,0.24885102,0.40925473,0.40348843,0.2050725,0.26287436,0.16524115,0.41350704,0.16156189,0.2109948,0.53090477,0.5354682,0.1530171,0.19179906,1
0.16921017,0.20056821,0.23623405,0.16882357,0.56540865,0.408632,0.20366953,0.24549356,0.1520599,0.23734811,0.22340749,0.1507215,0.55080265,0.32048225,0.20298341,0.18703158,0.17250662,0.26113543,0.26313207,0.17557444,0.50395566,0.38616434,0.23163456,0.20442916,0.20673575,0.2866073,0.2669105,0.22355823,0.45436373,0.46336833,0.24375522,0.23607652,0.18505193,0.3056086,0.2096037,0.26742986,0.3128064,0.40035802,0.19856086,0.2932969,0.16627614,0.4001114,0.14625607,0.19662906,0.42358634,0.56097716,0.14407791,0.20633118,1
