x.1,x.2,x.3,x.4,x.5,x.6,x.7,x.8,x.9,x.10,x.11,x.12,x.13,x.14,x.15,x.16,x.17,x.18,x.19,x.20,class
1.224803219,0.6954,0.0106,0.2234,-0.8935,-0.0979,0.7957,-0.6134,1.9113,-0.026,-0.7565,0.5806,1.0335,-0.4718,-0.3912,-0.4954,0.0776,-0.0037,0.4768,1.7271,1
-0.471030067,1.087,-0.0284,-1.0351,-0.7868,-0.5586,-2.4434,0.9372,-0.0631,-0.5686,0.7974,0.3807,-1.2037,0.1693,-0.7892,-0.7195,-0.583,-0.7492,0.5451,0.1018,2
0.132613156,-0.0631,-1.12,0.7897,0.2414,1.2929,1.1543,-0.7015,1.1243,0.0022,1.0006,-0.0092,0.5622,2.0391,0.6288,-0.7849,0.1356,0.8088,0.9808,0.3233,1
1.252280467,-0.5195,0.9088,-0.3992,0.7221,-0.9502,-0.4503,-0.4605,0.187,0.3543,1.1543,0.5753,0.8105,1.546,0.358,0.4936,-1.2492,1.8716,1.8133,-1.1628,1
-0.161156896,-0.8004,-0.4076,0.7264,0.1667,-0.2216,-1.8409,-0.9688,1.1682,-1.3949,-0.0729,0.8543,0.1444,0.1394,-1.6971,-1.2401,-1.5016,-0.7673,-1.0047,-0.9726,2
0.688165309,-1.6314,-0.4742,0.3713,-0.1247,0.3971,0.496,0.6332,-0.5622,-0.6218,-1.3646,0.7098,-0.4993,0.1754,1.5056,-0.4648,0.3095,1.1266,0.5471,-0.5653,1
-0.786213928,0.251,0.0715,-0.5364,0.2112,0.2364,-0.5044,0.0106,0.0578,-1.5244,-0.2145,-0.5423,-1.2155,-0.8154,0.5419,0.0939,-1.7027,-1.8501,-1.4368,-0.3491,2
-2.864582809,0.0817,-0.4395,0.2997,-0.3106,-1.3162,0.7852,0.4506,-0.3302,-1.3862,1.0709,0.4158,-0.6332,1.8341,-0.6872,0.9954,-1.895,0.775,0.3349,1.5945,2
-0.064025274,-0.0008,-1.6718,-0.3823,-0.7643,-0.2295,-0.6077,-1.5805,-1.0756,-0.8441,-1.0159,-0.9951,-0.9991,-0.6734,0.0487,0.7138,-1.389,0.9168,-0.5649,-0.098,2
-0.551698176,-0.7075,-1.1024,-0.4728,-0.3707,1.1495,0.0929,-0.613,-0.4814,-0.5727,-0.7255,-0.6962,-0.5862,-0.7509,0.6811,1.9739,-1.029,0.8612,-2.2856,-1.3799,2
-0.847450833,-1.147,-1.4951,0.2934,1.3173,-1.796,1.0483,0.093,-0.8867,0.8672,-0.0766,-1.1283,0.013,-0.1642,0.4384,-0.9074,-1.125,-0.0369,-0.0371,-0.5449,2
-0.848261392,-1.3406,-1.7181,-2.0549,-0.3858,-0.635,-0.0336,-1.5695,-1.951,-0.0602,-0.3349,0.25,-0.0438,-1.0123,1.0273,-1.7392,0.9182,-1.1817,-0.298,-0.5737,2
-0.584318224,-1.6614,-0.4907,-0.9216,-1.0189,0.0021,-0.1869,-1.0194,1.2419,-1.4107,-1.4688,-2.2595,0.7687,-0.5087,0.5237,0.9302,-0.4377,-0.5321,0.1508,0.0386,2
-0.405000657,-1.4888,-0.5732,-1.4619,0.0355,-0.8788,1.2261,-1.2703,-1.2588,0.2623,-1.5481,-0.1327,0.1551,1.4611,-0.1715,0.5611,-2.0069,-0.9845,-2.1195,0.1761,2
0.594982521,-0.9125,0.4406,-0.0648,1.0247,0.092,1.388,-0.6852,0.2723,0.1029,0.2143,1.0756,-0.3791,-1.1562,0.1574,-0.8463,0.472,-0.7362,-0.8379,0.9214,1
-1.856628173,-0.4146,0.3189,-0.8778,0.7934,-1.0722,-1.0608,0.7668,-0.0746,-1.2887,-0.9038,0.3016,-0.6854,-1.3007,1.1651,-1.3132,-1.6862,-0.259,-0.7943,-1.1572,2
-1.459360771,0.2714,-1.3172,0.0726,-2.2913,-0.2574,-0.5203,-0.1642,-0.1373,0.0957,0.5933,-0.9063,0.9008,-2.6999,-1.286,-0.7467,-0.409,1.3149,1.6073,-0.753,2
-1.612183562,-0.664,-2.1728,0.3192,-0.4906,0.5592,-2.0629,-0.0477,-1.6913,1.5872,-0.4409,0.8934,0.2044,0.8735,-1.5502,-1.0388,0.7515,0.4006,1.2178,-0.3916,2
0.802648394,1.3382,1.8326,1.1823,1.3737,-0.4559,0.6443,-0.0611,-0.8565,0.7872,1.5732,-0.4287,0.2258,0.7338,-1.5585,0.623,-0.0501,0.7183,-0.5263,-0.344,1
0.076667973,1.3898,-0.2992,0.3211,1.8241,0.6706,2.8049,-0.1106,1.9419,0.05,0.4424,0.4895,0.3225,-0.4776,-0.612,0.6469,-0.1607,0.4956,0.4444,0.6704,1
-0.831892279,-0.6285,-0.2589,0.9436,-0.3684,-0.3811,-0.0989,-1.3677,-0.2542,0.3827,-0.7905,-1.2829,-2.0712,-1.2856,-0.4746,-2.0784,0.2915,1.373,-0.4106,-1.3793,2
-0.638961791,-0.4741,0.6496,0.3849,-1.7247,-0.4959,-0.9086,-0.8663,-1.6432,-0.6674,-0.9387,0.9271,0.5349,-0.4397,-0.617,0.3994,-0.02,-1.0559,-1.4188,-1.2779,2
1.347177408,1.6546,1.2136,-0.8392,1.2385,0.7284,2.6184,-0.7518,0.3615,0.0654,-1.0421,2.0527,1.1953,-0.2505,1.8037,0.0019,0.7872,0.9881,0.6988,1.6504,1
0.207520676,0.4782,0.6957,-1.6018,-1.3508,0.156,0.1705,0.4598,-1.9614,-2.4151,0.2571,-0.3178,-0.5137,0.3258,-1.4543,-0.2937,-0.1063,1.5601,0.6072,0.1537,2
-0.455385894,-1.0778,-2.2475,-1.7076,-0.0757,-0.6113,-0.4681,-0.6723,-0.4425,1.4619,-0.5833,-0.6333,-1.3169,0.081,0.6463,-0.9373,1.0912,-0.7969,-0.7168,-1.1581,2
-1.451455815,0.2963,-0.2075,1.7368,0.4807,0.1592,0.2141,1.6317,-0.0307,1.5775,0.896,-1.623,1.5917,1.7628,-0.8909,1.2014,0.4305,0.0454,0.0397,-1.096,1
0.06032744,0.4913,-1.2887,-2.117,0.8544,-1.0002,-1.5156,0.7748,-0.8818,-1.4253,0.4334,-1.068,-0.6305,-1.0596,-2.1615,-0.0383,0.2169,0.5301,-0.7728,0.2204,2
-0.334847693,-1.4042,-0.5418,-1.1501,0.0532,-0.0552,0.0214,-2.0061,-0.3381,-1.2043,0.6197,1.3903,-2.346,-1.6636,0.7435,0.0599,-1.6974,-0.2647,-1.3266,-0.4642,2
0.251867598,0.6736,-0.0028,-0.0171,-0.3023,-0.1387,-0.4549,-1.2935,-1.0176,0.01,0.4121,-1.5771,-1.7099,-0.1276,-0.9754,-0.4506,-0.4042,0.8851,-1.2469,-0.3496,2
0.187914317,1.0864,0.1316,-0.3051,-0.2597,-2.0687,-1.9204,-0.5617,0.796,-0.2183,1.0059,-0.7616,0.1886,-1.9314,-0.315,0.0638,-0.1297,-0.0037,-0.468,0.2339,2
1.401241248,-0.6015,0.2702,1.4958,-0.343,-0.8088,0.3989,0.7602,1.0489,1.182,0.9657,0.781,0.2851,-0.1278,2.1949,-2.0617,-0.5646,1.1776,0.5455,0.2579,1
-1.488303001,-0.0774,0.6115,0.2108,-0.8323,-1.4171,-0.1543,1.1436,-0.7722,-0.0646,0.0957,-0.4515,2.3788,0.8082,-0.4843,0.4052,-0.2791,-0.5934,1.0546,-1.0315,2
-1.396172537,-0.7413,0.9125,-2.3104,-0.491,-0.2276,-1.8611,-1.7905,0.9068,0.2767,2.0157,-1.3856,-0.7356,-1.3014,-0.4856,-1.1627,0.1963,-0.7643,-0.8038,0.3263,2
1.246125065,-0.576,0.7389,0.9939,1.0185,0.1947,-1.7294,-0.2026,-1.9754,1.2284,-1.8017,-0.1665,-0.6096,-0.251,-1.1715,-0.7601,0.452,-0.3255,-0.0987,1.4241,2
-0.927431714,-0.9616,1.0081,1.3814,-1.1322,-0.5082,-0.6074,-1.0583,-0.5967,0.0805,0.0332,-0.8237,-1.6861,-0.0714,-0.4251,1.0688,-1.9634,0.0959,-0.9469,0.3985,2
0.257092026,1.084,0.3086,0.9307,0.7807,-1.6578,-0.8204,0.6171,-1.4473,-0.0136,0.1864,-2.1915,0.7547,-0.5536,0.6819,0.7392,-0.4591,-0.4532,-0.7912,1.2532,2
-0.306399526,0.4443,-1.4938,0.5619,-0.1946,-0.9708,0.3791,-0.0798,0.4164,-1.1652,-1.8095,-0.2146,-1.4351,-1.7785,-0.7191,0.1692,-0.5085,-2.4213,-1.1847,-1.1322,2
0.98209969,-1.3765,0.3606,2.255,0.497,0.631,0.3312,-0.4201,-0.1225,-0.5549,0.8922,0.4875,-0.1336,-0.7217,0.1873,-0.7567,-0.4793,0.9833,0.5471,0.9981,1
0.804777068,-0.0798,0.6347,0.4589,1.3603,-0.2961,-0.2461,-0.1137,0.5637,0.8929,-0.2222,0.1923,0.1773,0.0096,2.3697,0.1974,0.6911,0.1643,0.8609,0.2535,1
0.341432129,0.7122,-0.1363,2.752,1.746,0.218,0.2085,-0.3412,-0.168,0.56,-0.7729,-0.6,0.0047,-0.9196,1.8543,0.2726,0.9383,-0.6481,-0.2712,1.2802,1
0.847810788,-0.0228,0.1186,-0.0448,-0.7099,-1.2591,-0.6206,0.1543,-0.345,-0.6624,0.9729,-1.1528,0.1488,-0.6989,0.3012,-0.101,-1.636,1.4183,0.1808,-1.8344,2
0.809565406,-0.9872,-0.2076,0.7383,0.1229,0.0535,-0.8725,0.9057,-0.2568,-0.013,-0.0847,-1.147,0.4261,0.2373,0.529,-1.6352,-0.8167,2.1512,0.2681,-1.7728,2
-0.64989475,0.7309,0.2708,1.414,-0.1448,1.662,0.1282,-0.1955,0.2404,1.6437,0.1528,-0.8227,-0.2427,-0.5008,2.6892,2.0946,0.6234,1.6751,1.3097,2.0456,1
-0.707535503,0.3179,-1.2043,-0.7113,0.2725,-0.0903,-1.4861,0.5962,1.116,-1.6424,-0.3646,-0.8154,-2.1133,-2.7252,-0.3193,0.6879,-0.4256,-0.3214,-0.4995,0.3417,2
-0.056906935,-0.6409,0.9153,-0.0759,1.9588,0.9894,-0.1626,-0.4826,-0.5547,-0.9886,1.1493,-0.0583,-0.688,0.2025,0.0631,-0.2702,0.2591,0.3148,1.611,1.7792,1
0.640202217,1.103,-0.1911,0.3568,0.558,-0.6379,0.6505,1.0682,-0.5377,-0.1071,-0.0643,-0.4174,0.1031,0.1711,1.3372,0.2338,0.8514,0.9312,0.464,-0.3619,1
1.240592039,-1.4108,0.0988,0.9911,0.6626,0.6032,1.0696,-0.9003,-0.4563,-0.2702,1.1923,-1.9282,-0.9545,0.3981,2.3913,-0.1099,-0.232,-1.7689,0.6163,1.0691,2
0.420376942,-0.9654,-1.0148,-0.3858,-1.2568,0.0302,-0.0377,-1.0951,-0.9966,1.05,-0.4182,-1.2504,0.5325,-0.7307,-0.05,-0.1663,0.1912,0.1953,-1.9068,1.2393,2
-0.435855576,-0.4,-1.1316,-0.1287,-0.7091,-0.8026,0.5242,0.025,-1.3057,0.5318,1.1224,-0.4935,-1.1166,-0.35,-0.9054,-0.6753,-0.1058,0.3498,0.4459,-0.1277,2
0.494399909,-0.8324,-0.5823,-0.8286,-0.5483,-1.2021,-0.5122,0.5876,0.4684,-0.478,-2.4682,-1.4761,-0.8322,0.62,-0.1888,0.4829,-0.2089,-1.2724,0.3594,-0.9301,2
-2.546900807,-0.5107,-1.5621,-0.622,0.3605,-1.5056,-0.0697,0.5272,-2.3523,-1.4216,-1.6389,-0.216,-1.6233,0.8213,-0.4645,-1.1454,-0.6435,-0.1188,-0.4095,-1.5019,2
0.988303,-0.1071,-0.2676,0.1043,1.5204,0.9782,1.1717,0.3813,2.6637,-0.7522,-0.4038,-0.1649,-0.17,1.1644,0.8792,0.4518,-0.6788,1.2503,-0.1666,0.1253,1
0.456186627,-0.7738,-0.1705,-0.3222,-1.5385,-0.3218,1.1035,1.6605,-0.2738,1.2657,-0.3235,1.8138,0.4433,-0.3624,0.2082,1.2849,-0.7661,1.1347,-1.0071,0.7046,1
2.644128579,0.1438,1.596,1.4718,0.9908,-0.471,0.108,1.3103,-1.8711,1.3089,-0.9144,0.0993,1.3546,0.3162,-0.8784,-0.1074,-0.0956,-0.4702,-0.2736,0.3433,1
-0.635844062,-1.3767,-2.4093,-0.4757,-0.4284,-0.0452,0.6963,-0.3234,0.3641,-1.0772,-0.3867,-1.3726,0.7735,-0.823,-0.5773,0.2182,-0.4664,-3.0024,-0.132,-0.3436,2
0.626399141,0.5752,0.7528,-1.1949,0.8024,1.2649,0.4276,0.7346,1.8097,-0.2038,-0.2384,1.0072,1.1393,0.731,-0.1784,-0.0273,-0.1522,0.5409,1.5354,1.3857,1
2.005813832,1.2901,-0.6236,0.373,0.8286,1.1563,0.7509,0.298,1.092,1.3111,0.8329,-0.606,-0.6421,0.3742,0.4245,0.6278,-0.7831,1.008,0.2951,0.8795,1
0.182078233,0.576,-1.5989,-0.774,-0.1733,1.3225,-0.0702,-1.6747,0.64,-0.496,0.6217,-0.3156,-0.8186,-1.5275,-0.724,-0.5238,1.0447,-2.0094,0.7681,-0.6419,2
0.622571343,0.0988,0.7238,-1.105,-0.0949,0.0495,0.468,-0.6354,1.1183,0.9518,-0.3604,-0.8812,1.5272,-2.0065,0.5664,1.3456,0.3041,0.4453,-0.7891,0.5984,1
2.640742725,1.8869,1.4887,-0.0761,-1.0221,-0.1079,-1.9703,0.0051,-0.2861,-1.1466,1.0747,1.292,0.4168,0.6337,0.5863,-0.8095,2.4098,0.5457,0.0908,-0.2107,1
-0.174822659,0.0476,-0.1157,0.3487,0.3185,-0.8263,-1.182,0.6833,0.1471,-0.0141,0.541,0.7473,0.8671,-0.1169,-0.333,0.7328,1.0727,1.1447,0.7717,0.3232,1
-0.324237729,-1.3394,-0.5894,-0.946,0.2285,-0.5404,-0.6453,-2.0222,-0.8308,-0.363,-0.5239,0.1634,0.8989,0.7929,0.0674,0.9493,-1.0812,1.5006,0.8701,0.3005,2
-2.324011414,-0.1467,-0.1735,-0.0286,-0.1988,0.1282,-0.2492,-0.7016,-0.3459,-0.1857,0.3285,0.2422,0.3725,-0.3027,2.5026,-0.2799,-1.3371,-1.1551,-0.8057,-0.5826,2
0.100848348,0.0885,-0.4762,1.0403,1.6878,-0.3334,-0.6772,0.8162,0.026,-0.7894,0.8584,1.4861,0.3939,1.1023,0.5251,-0.0824,0.7581,-0.2819,0.8288,1.3675,1
0.033048363,-0.0659,1.9457,0.3102,1.575,-0.0313,-1.9062,-0.7672,-0.1567,-0.019,1.3649,1.7639,1.9711,1.2278,-0.3703,1.5893,1.3883,0.0887,1.2966,0.4182,1
2.029439384,0.2744,-0.5628,-0.7441,-1.121,-2.9059,-1.2295,0.4487,-1.1718,-0.4247,-0.399,-0.3238,-0.5002,0.1221,-0.6977,0.4625,-0.0374,-0.5566,-0.0709,-0.1561,2
1.207412494,-2.3937,0.7794,-1.2703,-1.2207,-0.1137,-3.0976,-1.1059,0.2655,-0.0045,0.7799,-2.5159,-0.3687,0.8161,0.6762,0.559,-0.8671,-0.8946,0.5877,0.0869,2
1.805174277,0.7962,-0.5808,1.5047,0.9026,-0.0782,1.0289,-0.286,-0.7407,-0.1346,0.6474,0.0664,0.5261,0.4111,0.8144,0.205,0.9786,0.776,0.7925,1.1092,1
-1.006147929,0.4916,0.0038,0.332,-0.8216,0.4528,0.665,-1.0554,-1.4628,-1.0962,0.4773,-0.2613,-0.7106,0.0957,-0.0427,-0.1098,-0.0961,-0.1467,1.4551,-1.5848,2
0.30092869,0.6175,-1.0617,0.4686,0.3138,-0.8904,-0.9063,-2.2108,0.5524,0.4188,-0.0856,-1.4725,0.1337,-0.54,-1.2083,0.445,1.3595,0.0777,-0.4014,-1.8254,2
-0.33504203,0.7735,0.1886,0.742,-1.897,0.9145,-3.0301,-0.2981,-0.3746,-0.4611,-1.4138,-0.071,-0.5488,-0.6355,-2.1483,-1.1824,-0.8804,-0.2409,-0.3656,-1.693,2
0.302445433,-1.0652,0.1192,1.0582,-0.7897,-1.8865,-0.7206,0.4761,-0.8844,-0.9409,-1.493,-1.9428,-1.5084,-1.3219,-0.5649,-0.1163,-1.9128,0.7877,-0.9434,-2.4062,2
1.630454568,0.4516,-0.5535,0.8405,-0.084,0.0327,1.317,-0.1341,0.0685,1.2039,1.6474,0.3142,-0.7019,0.2901,-0.0753,-0.133,-0.1786,0.3775,0.0492,-0.3637,1
-0.468884956,0.466,0.5566,-0.6512,-0.7122,-0.9797,-0.1979,-1.047,-0.4402,-0.0777,-0.5788,-2.1186,-0.2597,1.3105,-2.5985,-0.9224,-1.3885,-0.0359,-1.5081,-2.1174,2
-0.580355976,-1.6432,-0.7061,-0.0876,-1.3092,-0.8089,0.1616,0.689,0.089,-1.0925,-0.3002,-0.7049,-2.272,0.0608,0.4324,-1.2647,0.7186,-0.9762,0.4794,-0.3974,2
-0.588956337,-0.8879,-1.9447,-1.2165,1.3192,-2.7285,0.4953,0.1283,0.6767,-1.1054,-0.8675,-1.0136,-1.4538,1.169,-1.2266,0.4848,0.4752,0.5611,-1.1473,0.2774,2
0.41717758,-0.535,0.1585,0.8518,1.8033,1.6974,0.1515,1.0179,1.0234,-0.3832,1.2637,0.9981,0.4833,0.5472,0.0032,-0.7934,0.5835,0.6993,1.1364,1.0278,1
-0.517187169,0.3378,-0.2829,-1.502,0.0813,-0.8359,0.4512,0.5483,0.1773,-0.6306,-0.1701,1.4879,-0.9639,1.9267,-0.9969,0.5511,1.1447,-0.4314,-0.9863,0.1789,1
0.340061116,-0.255,0.1551,1.3287,1.1346,-0.8653,-0.5479,1.1154,0.7415,-0.0454,0.5369,1.5234,0.184,0.8162,-0.4725,1.3815,0.2722,-0.2883,-0.6707,-0.4046,1
0.676073956,-0.5532,0.0028,-0.7666,0.4682,0.0248,0.2661,0.1075,-0.7078,0.4743,-1.0668,-1.3122,0.8445,-0.383,-0.222,-0.2713,0.1998,-2.1891,0.056,2.1608,2
1.273695227,1.0076,0.1831,0.1641,0.9763,-0.8221,-0.5518,-0.0115,-0.4035,0.0818,-0.1102,1.6167,1.0805,0.4005,1.8431,0.6785,0.9696,1.9601,0.3523,0.5913,1
0.177413295,-1.0421,0.4588,0.2292,-0.2267,-1.5022,0.3582,-0.4324,0.4707,-0.9482,-0.3371,0.2561,-2.1093,0.8831,-0.9972,1.5117,-0.9497,0.246,-0.9541,-0.9243,2
-1.712983382,-0.2451,-1.4168,-0.2179,-1.411,-1.792,0.0287,0.0522,-1.7497,-1.2304,0.6257,0.4123,-0.7284,-2.315,-0.7442,-0.0024,0.8952,-2.4907,0.0744,0.442,2
-0.20435197,-0.5753,-1.4724,-0.6301,-1.8065,0.0821,-0.7667,-0.5577,-1.355,-1.4929,-1.4794,-1.0801,-0.9599,-1.4652,0.3489,-0.2917,0.1237,1.4307,0.4172,-1.2022,2
-0.271981008,0.1994,1.2603,0.2964,0.1263,0.7358,-0.185,2.3616,0.6681,0.3391,1.8942,0.0237,-1.1018,0.7226,-0.5735,0.7865,1.2599,0.274,-0.3447,0.2963,1
1.217602689,-1.0072,1.0904,0.3397,2.9877,1.5149,0.3691,-1.6442,0.3988,-0.6493,0.6161,0.7359,-0.9203,-0.5817,1.1118,0.8065,0.2688,0.1794,0.3898,-0.7313,1
-0.635290453,-0.1681,-0.1829,0.5659,-1.106,-0.1001,-1.5568,0.9711,1.1675,0.4093,0.6043,-1.3998,0.7923,-0.6393,-0.2924,-0.4748,-0.6898,0.297,0.1139,-1.5751,2
0.036986058,-1.0389,-0.9346,-1.2474,-0.8043,-0.8911,-0.0496,0.2068,0.9545,-0.8273,-0.1813,-0.2351,-0.3123,-0.4301,-1.3444,-0.6105,-0.9935,0.3511,-1.7743,-1.5501,2
-0.783984495,1.1725,-1.5526,0.581,-0.1019,0.3888,0.3762,-0.7284,-0.6541,0.2221,-0.6831,1.7624,-1.1536,-0.8135,-1.2066,-1.7446,-1.6989,0.1576,-2.5158,1.2384,2
0.923931121,-0.4156,0.9329,0.1027,0.7182,-0.9495,2.6875,0.7154,1.607,1.202,0.3211,1.7079,-0.5844,1.2367,1.8514,1.0751,-0.2105,2.7931,0.1149,1.0388,1
0.813082234,0.9495,-0.485,2.0312,0.5183,0.387,0.7243,1.3088,1.0745,-0.1172,1.0744,0.4075,1.7772,0.8966,0.1775,-0.983,0.2037,0.3762,1.2432,-0.3994,1
-0.27299044,-0.0127,1.0323,0.0371,0.3223,1.0956,1.4357,0.9623,1.1307,-1.5276,0.2852,-0.2482,-0.8396,0.9869,-0.2086,-0.098,0.1307,0.0473,1.3502,2.2101,1
0.779149724,0.0414,-0.0688,-1.3114,-0.1402,0.6444,0.5651,0.2778,1.1424,0.3457,0.6594,1.3243,0.6935,-0.7267,0.2418,0.8615,0.486,0.5511,2.6574,1.5139,1
-0.209842105,0.2567,-0.2253,0.6239,0.2661,0.3193,0.115,1.5044,0.6374,-0.6413,1.4689,0.0269,1.7079,0.422,0.2037,2.1913,1.4794,-0.769,-0.552,-0.2634,1
0.144790067,-0.4414,-0.1709,0.2962,0.8238,-1.1911,1.9894,-0.8788,1.4116,0.6335,0.8969,-0.4555,0.0957,0.0607,-0.27,0.9679,1.1081,1.3176,1.5113,0.1861,1
0.16224748,-0.9041,0.0335,-0.659,-1.0724,-0.9436,0.7017,-0.5036,-0.0095,-1.3614,1.2912,-0.7815,-0.7719,0.0441,1.0284,-0.2402,-2.2331,1.0467,1.0503,0.1593,2
-0.233153944,1.0351,1.0436,-2.1184,0.9664,-1.3419,0.3999,0.2942,-0.2632,-0.2881,-1.7973,1.1945,-0.3371,0.0305,0.878,-0.9281,0.3931,0.5693,0.2808,-0.646,2
0.588234798,0.771,-1.3177,0.7616,-0.506,-0.131,-0.2503,-0.2016,-0.4388,0.3902,-0.018,-1.331,-0.6472,-0.6781,-0.1135,0.1572,0.5909,0.2685,-0.2468,-1.8771,2
0.201314734,-1.2822,-0.088,0.447,0.7795,-0.0832,-0.928,-0.3009,-0.328,-1.3256,-0.7234,-0.6299,-0.8205,0.0118,-1.9622,-0.3246,0.036,-0.8076,-0.0132,-1.1091,2
-0.857206318,0.9208,0.6249,-0.9242,-1.2012,-0.9615,1.8462,-0.7842,-1.305,-0.1636,-1.6963,0.116,-0.896,0.9255,0.2283,-0.5795,-0.0418,-0.0958,1.3937,0.0397,2
-0.105369414,0.648,0.1818,1.0061,-0.1129,-2.212,0.1743,-0.5604,0.2072,-0.8189,1.3746,-2.3824,-0.3571,0.1004,1.142,-1.5182,1.1086,-0.1726,-1.4059,-1.1482,2
0.663645833,0.9404,1.6952,1.9516,-0.0555,-1.3904,1.1839,0.3219,-0.1021,0.3902,1.1615,0.7928,-1.6228,-0.4151,0.1515,-0.3191,0.0097,1.3256,1.2351,2.7947,1
-0.596448597,-0.6256,-0.5162,-1.0167,0.5592,-0.4715,-1.0813,-0.0326,-0.2581,1.0985,-0.9009,-1.2735,0.0996,1.4303,-0.3497,0.0701,0.0702,-0.6015,0.5395,-0.4256,2
0.551458884,-0.7793,0.9102,0.2149,-2.1093,1.6993,-0.4678,-0.159,-0.0632,-1.7769,-2.0865,-0.8142,1.2421,0.4625,0.1063,-0.8198,-1.3334,-0.056,-1.0042,-1.0334,2
0.758527133,0.8307,1.7832,-0.4153,2.1464,0.6611,0.2273,0.1037,-2.3444,1.2588,-0.5053,1.0997,1.3438,0.6944,-0.0754,-0.3205,1.7408,1.5632,-0.0343,0.6472,1
1.718309802,-0.4258,1.433,-1.5337,-1.8643,-0.8941,0.4731,-0.3661,-1.2636,-1.408,-0.4756,1.1248,-0.5299,-1.0409,0.7582,-1.3535,-1.0407,-2.797,0.7728,0.0339,2
0.848173868,-0.4002,-0.8425,-1.1102,-0.0393,-0.4299,-1.0866,1.6105,-0.3031,-0.4963,-0.7435,-0.1061,-0.2252,-1.9834,1.0938,-0.2509,-1.0642,0.0166,1.6879,0.2862,2
-1.583726958,-0.937,-0.3795,-0.4506,-1.2741,-0.6713,-2.0994,-2.0149,-0.6488,-0.7298,-0.8118,-0.8781,-0.6772,0.0458,-0.7941,-0.9519,-0.4267,-1.329,0.8741,1.0044,2
-1.930036765,-0.3493,-0.92,0.685,-0.1989,1.3057,0.5858,-0.7087,0.4204,-0.0819,-0.0235,0.0736,-0.4958,-1.4176,-1.0334,0.0582,0.837,0.1063,-0.9087,0.4098,2
-1.668585424,-0.5313,-1.5131,-1.415,1.1306,-0.1074,0.0012,0.6497,-1.3733,-0.5961,-0.2501,0.021,-0.6129,0.4411,-1.2476,-0.473,-0.5509,-3.0339,0.9591,-0.9352,2
-0.830897342,-0.6683,-0.8017,0.6372,0.2337,-0.6158,-2.1914,0.0963,0.3431,1.3911,-0.4901,1.6243,0.699,-1.5268,-0.3871,0.9162,-0.1582,0.3652,-1.3974,1.6522,1
0.476171762,-0.1287,1.3235,-0.4663,1.3858,0.0681,1.0972,0.1072,1.448,-0.7331,1.2568,1.1807,0.7845,-0.1041,0.3946,-0.0256,1.0316,-0.5811,-0.5194,0.7065,1
-0.230943521,0.0708,-0.2018,0.3372,0.6067,0.58,0.0523,-1.3984,-0.1727,0.2742,0.5979,-0.2634,-0.7178,-2.6538,0.9299,0.0763,-0.0222,-0.2575,-0.7083,-0.7411,2
-1.062142037,0.2509,0.2601,-1.929,-1.0575,-0.3499,-0.2739,-0.4272,-1.9571,-2.1564,-0.6882,0.6837,-0.4007,-0.9366,-0.7569,1.1988,1.0855,-0.2659,-1.1614,-1.419,2
-0.340803061,-0.5205,0.871,1.6312,0.172,-0.8237,0.4102,0.8359,-1.508,1.6421,0.9017,1.3909,0.1829,2.4417,0.0253,-0.9424,0.2774,0.4757,-0.8016,0.6911,1
-0.015051008,1.4143,0.7071,2.5357,0.7449,-0.5515,1.0284,0.8183,1.5038,-0.9022,-1.6398,-1.0572,1.0118,2.7994,2.2293,-0.9664,0.3328,0.3693,1.255,-0.5083,1
-1.429258441,-0.9701,0.416,-0.7817,-0.2609,-0.1563,-0.0488,0.0452,0.3832,-0.4118,0.818,-1.163,-0.0139,-0.9942,-0.471,0.9221,0.1816,-0.5684,-1.6267,-1.05,2
0.236799566,-2.4187,0.3595,1.6819,-3.1311,0.4946,-0.2113,-0.9497,0.6279,-1.0418,-1.8936,-0.749,-0.8792,-1.1973,-0.4816,-0.7875,1.0727,-0.5664,0.1493,0.4078,2
0.923979832,0.2455,-0.6128,-0.0529,0.4044,0.6594,-0.6191,0.828,0.7271,-0.3171,1.0014,2.143,2.3896,1.1975,0.4654,0.1771,-0.0294,-1.2366,0.5758,0.906,1
0.507618704,0.345,-0.2438,0.7104,0.8737,1.347,1.0052,1.2908,0.7248,1.7352,1.0122,-0.9477,0.0482,0.7958,0.6984,-0.4394,-0.4522,-0.4686,0.7439,0.0074,1
1.793971755,1.6014,0.0912,-0.929,0.093,0.2462,1.1675,1.4839,0.7178,0.5703,0.7597,-1.7872,0.0561,0.4285,0.5548,1.2963,0.0204,-0.0886,-0.0216,1.3767,1
-0.790918638,1.0588,0.8924,-0.4251,0.8478,0.0103,0.6884,-0.9365,-1.3399,1.2833,2.151,-0.1584,-0.137,0.1715,-1.3049,0.9345,1.5935,-0.8217,0.381,-0.24,1
-0.811727125,-1.1719,-0.7042,1.1971,-0.1321,0.2301,-0.0994,-0.9932,1.1263,1.5702,0.3892,-0.4696,0.605,-1.2108,-1.4277,1.1203,0.2237,0.2446,-0.3471,0.9995,1
-2.257776623,-0.3908,-1.141,-1.1182,-1.2056,-0.7387,-0.7828,-0.1027,0.0301,0.1681,-2.0567,0.7891,0.2386,-1.2174,0.2615,-0.4494,0.8863,0.3465,1.5858,-0.7946,2
