x.1,x.2,x.3,class
-0.238307459,1.5252,-0.4244,3
-0.257512,1.3625,-0.7132,3
0.072195216,1.7318,-0.5855,3
-0.28686015,1.2301,-0.5175,3
0.304297504,1.2789,-0.6573,3
0.042500572,1.5939,-0.1212,3
-0.114861348,1.7062,-0.6708,3
0.49046462,1.1429,-0.5544,3
0.1717599,1.3796,-0.1702,3
-0.234043201,2.1322,-0.2444,3
-0.492720997,1.7983,-0.208,3
-0.389629532,1.6476,-0.4624,3
0.173852012,1.4015,-0.6234,3
0.391744947,2.0435,-0.6817,3
0.165800402,1.3371,-0.2939,3
0.35750712,1.3609,-0.6456,3
-0.418214402,1.9222,-0.1403,3
-0.026634425,1.9389,-0.5772,3
0.007349563,1.8272,-0.6097,3
0.537306845,1.613,-0.3884,3
0.408155814,1.2271,-0.3056,3
-0.252171895,2.1451,-0.2097,3
-0.075745307,1.3456,-1.2029,3
0.056476408,1.9614,-0.7168,3
0.182678383,1.4765,-0.466,3
-0.231167181,1.851,-1.3268,3
0.085161963,1.7107,-0.6628,3
-0.265861026,1.2853,-0.355,3
0.05453154,1.8886,-0.4483,3
-0.146446726,1.4004,-0.6156,3
0.75971757,1.996,-0.7329,3
-0.158867796,1.6975,-0.4054,3
-0.139534528,1.606,-0.8223,3
0.248532042,1.5268,-1.1483,3
0.20338097,1.4586,-0.5321,3
-0.456113049,1.5796,-0.8805,3
-0.028390153,1.391,-0.5445,3
0.460908291,1.7128,-0.527,3
0.348838871,1.6297,-1.0301,3
0.455259782,1.5024,-0.657,3
-0.38840943,1.535,-0.6188,3
0.129466018,1.6397,-0.3747,3
-0.099984661,2.0081,-0.2751,3
0.053550857,1.4618,-0.4965,3
-0.029066223,1.4151,-0.5632,3
0.496823676,1.7034,-0.4142,3
0.314879509,0.0342,1.4395,4
-0.001781117,-0.1998,1.5362,4
-0.142812412,-0.1865,1.3539,4
0.358977982,-0.0123,1.5374,4
-0.638677171,0.2782,1.809,4
-0.123334578,-0.0056,1.5742,4
-0.174631309,-0.2425,1.864,4
0.087212922,-0.048,1.4463,4
0.339102924,-0.2353,2.1269,4
-0.462202106,0.0397,1.6828,4
-0.05605996,-0.5506,1.9512,4
0.236265754,0.1001,1.427,4
0.167362814,-0.2887,1.3993,4
-0.465106431,0.0481,1.3838,4
-0.005848765,-0.0832,1.2511,4
-0.032987837,0.0867,1.0412,4
0.202600122,-0.2455,1.7597,4
0.013056827,-0.4054,1.9787,4
-0.006699565,0.2228,1.5101,4
-0.03384888,0.0681,1.7462,4
0.047591004,-0.4852,1.476,4
-0.332414643,-0.4579,1.2782,4
0.1089533,0.3468,1.9679,4
0.120429699,0.2464,2.0936,4
0.151301994,0.0188,1.9385,4
-0.178401008,-0.1371,1.7157,4
-0.02491901,0.0721,1.3735,4
0.41329985,0.2883,1.8109,4
0.361201287,0.28,1.7093,4
-0.188239164,0.125,1.3345,4
-0.047404524,-0.214,1.5592,4
0.403124744,0.0795,1.525,4
-0.085833524,-0.1402,1.6606,4
-0.116954697,0.1498,1.4047,4
-0.254978998,0.2091,1.4656,4
-0.033958922,0.3705,2.4328,4
-0.172927851,0.1496,1.4875,4
-0.088285164,-0.0145,1.6915,4
-0.15669162,0.3046,1.7044,4
-0.014961634,-0.0197,1.4346,4
0.073098433,-0.41,1.7283,4
0.337655756,-0.1283,1.8933,4
0.407624248,0.2589,1.9526,4
0.405796439,0.2921,1.5194,4
0.319968415,-0.0252,1.5406,4
0.08510451,0.0228,0.9841,4
-0.33110603,-0.1369,1.3433,4
-0.344692793,0.022,1.5285,4
0.294239563,0.028,1.6865,4
0.434437841,0.4061,1.7309,4
0.036411207,0.1336,1.457,4
0.260191221,0.033,1.6355,4
-0.050879278,-0.0359,1.725,4
0.160663015,0.306,1.4367,4
-0.192373402,-0.2687,1.7186,4
-0.290122746,0.0813,1.4187,4
0.010857589,-0.073,1.7502,4
0.188225775,-0.1098,1.8039,4
-0.208352411,-0.2285,1.6528,4
0.093744477,0.3332,2.0704,4
-0.181448112,-0.3218,1.8113,4
0.168471879,0.2777,1.6632,4
0.300596992,-0.2561,1.7765,4
-0.029873127,-0.2158,1.5318,4
0.171727764,-0.4979,1.7426,4
-0.376849211,0.4306,1.7777,4
-0.171577229,-0.4707,1.8651,4
-0.037956382,0.607,1.9113,4
-0.012103833,-0.2451,1.7046,4
-0.091985551,0.1852,1.6437,4
0.391018258,-0.2134,1.9811,4
-0.135323548,-0.2866,1.5116,4
-0.486478622,0.2339,1.4023,4
-0.107152043,0.6939,2.2053,4
-0.20299886,-0.0112,1.7798,4
0.329920383,0.51,1.7921,4
-0.000411194,-0.3895,1.1998,4
-0.181295244,-0.0811,1.6257,4
-0.009367617,0.1978,1.5867,4
-0.372960258,0.1652,1.942,4
-0.240968453,0.0624,1.7524,4
-0.270971071,0.1853,1.6467,4
-0.041846064,0.2029,1.8375,4
-0.369913098,0.6561,1.4155,4
-0.36823088,0.3637,1.4037,4
0.469456023,0.2209,2.0103,4
-0.078773796,-0.2472,1.5132,4
0.26538429,0.1485,1.1705,4
0.210794023,-0.1256,2.0409,4
-0.075921588,-0.2192,1.8954,4
-0.194952442,-0.0972,1.9533,4
-0.532942229,-0.307,1.6528,4
0.257845529,-0.5942,1.4564,4
-0.194737797,-0.4618,1.5145,4
0.094563968,-0.3264,1.7167,4
-0.164637796,0.0943,1.9777,4
-0.001456393,0.4744,1.3559,4
0.030802704,0.7211,1.6815,4
0.181160889,0.2089,1.9664,4
0.021093557,0.2843,1.8812,4
-0.144084388,0.2904,1.526,4
0.060251758,0.2247,1.8799,4
0.431154111,-0.2435,1.28,4
-0.442384124,0.1783,1.6364,4
0.382023768,0.2471,1.6535,4
-0.054921709,-0.138,2.1559,4
-0.164105849,-0.0456,1.8704,4
-0.484435448,0.4467,1.2957,4
-0.08700669,0.0292,1.3406,4
0.194316007,-0.0944,1.7678,4
0.315628738,-0.1366,1.1059,4
-0.30473918,-0.0262,1.7654,4
0.1287623,0.2045,1.5314,4
-0.232073932,-0.5688,1.362,4
-0.05438785,0.0971,1.7433,4
0.623351956,0.4983,1.5961,4
0.204169825,-0.4027,1.936,4
-0.276490615,-0.1896,1.5307,4
-0.525432022,0.1429,1.5902,4
-0.244962436,-0.0776,2.0769,4
0.103043928,0.2534,2.2574,4
0.080981792,-0.7332,1.7666,4
-0.109741311,0.6688,2.0911,4
0.095492387,0.153,1.7067,4
0.105970261,0.0754,1.6383,4
0.023947509,-0.304,1.5474,4
0.379269548,0.1002,1.5635,4
0.438330408,0.5219,1.4427,4
0.357779273,-0.0899,1.5466,4
0.259141943,0.2132,1.6144,4
-0.189324138,-0.5137,1.9988,4
0.337259931,0.2079,1.5409,4
0.16626303,0.0082,0.966,4
-0.186534595,0.2298,1.6729,4
0.118286632,-0.0594,1.386,4
-0.599396911,0.0776,1.9213,4
0.025085356,-0.0642,1.4179,4
-0.500427586,0.4331,1.7572,4
0.053917248,0.0969,1.9913,4
0.135041493,0.1718,1.844,4
-0.041012069,0.3192,1.7038,4
-0.19805085,0.0627,1.8415,4
0.35945405,0.4403,1.5141,4
0.017941788,-0.2159,2.0049,4
0.390415225,-0.2371,1.4948,4
-0.129804833,0.3135,1.3286,4
0.063109222,-0.208,2.1751,4
-0.673746024,0.4883,1.7201,4
0.269634674,0.1652,1.677,4
-0.061280218,0.2623,1.2808,4
0.129172859,-0.0479,1.3859,4
-0.126827325,0.3192,1.0272,4
-0.299467389,-0.1061,1.7808,4
0.148371514,0.1222,1.5971,4
-0.306904802,-0.3902,1.5307,4
0.364472679,0.0913,1.6275,4
-0.042751538,-0.1809,2.0051,4
0.282461815,-0.343,1.6304,4
-0.023249687,0.092,2.0129,4
0.283113572,0.1544,1.967,4
0.305719006,0.237,1.8754,4
0.083700089,0.463,1.519,4
-0.328187477,0.3505,1.4707,4
0.212454877,-0.023,1.6406,4
0.037838102,-0.373,1.4186,4
-0.232481424,-0.0355,1.6097,4
-0.255351208,0.146,1.4003,4
-0.050960914,-0.0048,1.6499,4
-0.130083938,0.4902,2.0892,4
-0.018063559,-0.1186,1.8576,4
0.480856451,0.3538,1.5727,4
0.609522131,0.3931,1.9198,4
0.372396565,-0.1267,1.4673,4
-0.135488275,-0.3864,1.4494,4
0.078912908,0.3738,1.9108,4
-0.37411024,0.2749,1.5762,4
0.072891194,0.065,1.6893,4
0.176055935,0.3315,1.6284,4
-0.534188028,-0.2152,1.2851,4
0.073833442,0.506,1.7812,4
-0.22257225,0.4179,1.7664,4
0.362463212,0.0044,1.3548,4
0.670841605,0.0102,1.6696,4
-0.178123557,0.6587,2.2668,4
-0.310677519,-0.1332,2.0842,4
0.271884263,-0.1484,2.2084,4
-0.628266598,-0.0115,1.9166,4
0.153330029,-0.2324,1.2603,4
0.326865722,-0.0189,1.4416,4
-0.535342225,-0.0587,1.9076,4
-0.274678839,-0.016,1.6755,4
-0.239157759,-0.2151,1.7628,4
-0.055919276,0.3787,2.3303,4
-0.255140103,-0.0902,1.3891,4
0.20830304,0.1358,1.9421,4
-0.099313582,0.0662,1.6682,4
-0.108870356,0.0289,1.7301,4
-0.086261529,-0.2762,1.9426,4
0.218147897,0.0859,2.0262,4
0.360180695,0.2851,1.9692,4
0.34779485,0.1081,1.3419,4
-0.29722521,-0.4952,2.3144,4
-0.46513434,0.051,1.3889,4
-0.244100354,-0.0091,1.7445,4
0.143324022,0.1526,1.8506,4
0.014064441,0.297,1.4892,4
0.117296,0.0042,1.2065,4
-0.308044152,0.2417,1.652,4
0.014826914,0.3572,1.9914,4
0.156730974,-0.3051,1.0966,4
0.077258641,-0.236,2.1014,4
0.029512433,-0.456,1.4872,4
0.422303232,0.1967,1.4936,4
-0.133058301,-0.4179,1.5567,4
-0.069713831,0.4047,1.8596,4
-0.06119542,-0.3811,1.618,4
-0.001036211,-0.4032,1.5234,4
0.283860793,0.0939,1.3902,4
0.373056776,0.0824,1.2056,4
0.264819938,-0.5606,1.2811,4
0.312304697,-0.1664,1.8903,4
0.229591981,-0.4053,1.3347,4
0.036492001,-0.4729,1.8391,4
-0.286554735,-0.2245,1.9093,4
-0.127024902,-0.2488,1.8733,4
0.053905964,0.2048,1.7738,4
0.547348062,0.2374,1.9838,4
0.446058035,0.1589,2.115,4
0.275474272,0.1202,1.912,4
0.059621685,-0.1471,1.1943,4
-0.097211057,-0.1235,1.3242,4
0.041534182,-0.3782,1.4329,4
0.194124858,0.3899,1.6963,4
-0.066588228,-0.0808,1.3751,4
0.038125367,-0.0783,2.1901,4
-0.498342481,0.1758,1.5055,4
-0.067690224,-0.1799,2.0656,4
-0.234986183,-0.5337,1.9701,4
0.019677618,0.5303,1.6413,4
-0.685033446,0.4426,1.3253,4
0.16671551,-0.1071,1.3446,4
-0.309840581,-0.4509,1.4947,4
0.216020659,0.2804,1.9065,4
0.089389073,-0.2857,1.8773,4
0.413062397,-0.2872,1.6608,4
0.485229393,-0.1734,1.7127,4
-0.182816335,0.0938,1.7879,4
0.144416293,-0.0266,1.8606,4
0.075447981,-0.1797,1.6921,4
-0.277198184,-0.4946,1.5448,4
